lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00371831,ENST00000964520.1,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00371831,ENST00000964521.1,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00371831,ENST00000259154.9,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00371831,ENST00000857260.1,99.3,100.0,91.46,91.28,100.0,95.50999999999999,4
TCONS_00371831,ENST00000972242.1,99.3,100.0,91.37,91.28,100.0,95.48750000000001,4
TCONS_00371831,ENST00000933596.1,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00371831,ENST00000933595.1,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00371831,ENST00000945205.1,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00371831,ENST00000893043.1,99.3,100.0,91.18,91.28,100.0,95.44,4
TCONS_00371831,ENST00000952699.1,99.3,100.0,91.04,91.28,100.0,95.405,4
TCONS_00371831,ENST00000952698.1,99.3,100.0,91.04,91.28,100.0,95.405,4
TCONS_00371831,ENST00000272163.9,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00371831,ENST00000933597.1,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00371831,ENST00000857257.1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00371831,ENST00000912077.1,99.3,100.0,91.0,91.28,100.0,95.39500000000001,4
TCONS_00371831,ENST00000912351.1,99.3,100.0,91.0,91.28,100.0,95.39500000000001,4
TCONS_00371831,ENST00000905629.1,99.3,100.0,90.99,91.28,100.0,95.39250000000001,4
TCONS_00371831,ENST00000956969.1,99.3,100.0,90.97,91.28,100.0,95.38749999999999,4
TCONS_00371831,ENST00000857256.1,99.3,100.0,90.97,91.28,100.0,95.38749999999999,4
TCONS_00371831,ENST00000945331.1,99.3,100.0,90.95,91.28,100.0,95.3825,4
TCONS_00371831,ENST00000366812.6,99.3,100.0,90.92,91.28,100.0,95.375,4
TCONS_00371831,ENST00000964522.1,99.3,100.0,90.84,91.28,100.0,95.35499999999999,4
TCONS_00371831,ENST00000943975.1,99.3,100.0,90.8,91.28,100.0,95.345,4
TCONS_00371831,ENST00000943974.1,99.3,100.0,90.8,91.28,100.0,95.345,4
TCONS_00371831,ENST00000914816.1,99.3,100.0,90.77,91.28,100.0,95.3375,4
TCONS_00371831,ENST00000914814.1,99.3,100.0,90.73,91.28,100.0,95.32750000000001,4
TCONS_00371831,ENST00000943972.1,99.3,100.0,90.73,91.28,100.0,95.32750000000001,4
TCONS_00371831,ENST00000381591.5,99.3,100.0,90.71,91.28,100.0,95.32249999999999,4
TCONS_00371831,ENST00000972244.1,99.3,100.0,90.59,91.28,100.0,95.29249999999999,4
TCONS_00371831,ENST00000258418.10,99.3,100.0,90.56,91.28,100.0,95.285,4
TCONS_00371831,ENST00000556095.5,99.3,100.0,90.53,91.28,100.0,95.2775,4
TCONS_00371831,ENST00000378863.9,99.3,100.0,90.53,91.28,100.0,95.2775,4
TCONS_00371831,ENST00000683754.1,99.3,100.0,90.53,91.28,100.0,95.2775,4
TCONS_00371831,ENST00000369143.2,99.3,100.0,90.51,91.28,100.0,95.27250000000001,4
TCONS_00371831,ENST00000857262.1,99.3,100.0,90.5,91.28,100.0,95.27000000000001,4
TCONS_00371831,ENST00000897934.1,99.3,100.0,90.49,91.28,100.0,95.26750000000001,4
TCONS_00371831,ENST00000945203.1,99.3,100.0,90.45,91.28,100.0,95.2575,4
TCONS_00371831,ENST00000903330.1,99.09,100.0,90.66,91.28,100.0,95.2575,4
TCONS_00371831,ENST00000966385.1,99.3,100.0,90.42,91.28,100.0,95.25,4
TCONS_00371831,ENST00000437302.6,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00371831,ENST00000930976.1,99.3,100.0,90.4,91.28,100.0,95.245,4
TCONS_00371831,ENST00000429642.2,99.3,100.0,90.4,91.28,100.0,95.245,4
TCONS_00371831,ENST00000946230.1,99.3,100.0,90.39,91.28,100.0,95.2425,4
TCONS_00371831,ENST00000880427.1,99.3,100.0,90.38,91.28,100.0,95.24000000000001,4
TCONS_00371831,ENST00000575811.5,99.3,100.0,90.35,91.28,100.0,95.23249999999999,4
TCONS_00371831,ENST00000906057.1,99.3,100.0,90.35,91.28,100.0,95.23249999999999,4
TCONS_00371831,ENST00000912078.1,99.3,100.0,90.35,91.28,100.0,95.23249999999999,4
TCONS_00371831,ENST00000959691.1,99.3,100.0,90.35,91.28,100.0,95.23249999999999,4
TCONS_00371831,ENST00000857266.1,99.3,100.0,90.33,91.28,100.0,95.22749999999999,4
TCONS_00371831,ENST00000417122.7,99.3,100.0,90.32,91.28,100.0,95.225,4
