lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00371831,ENST00000964520.1,ENSG00000136636,KCTD3,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00371831,ENST00000964521.1,ENSG00000136636,KCTD3,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00371831,ENST00000259154.9,ENSG00000136636,KCTD3,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00371831,ENST00000857260.1,ENSG00000015171,ZMYND11,99.3,100.0,91.46,91.28,100.0,95.50999999999999,4
TCONS_00371831,ENST00000972242.1,ENSG00000015171,ZMYND11,99.3,100.0,91.37,91.28,100.0,95.48750000000001,4
TCONS_00371831,ENST00000933596.1,ENSG00000143815,LBR,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00371831,ENST00000933595.1,ENSG00000143815,LBR,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00371831,ENST00000945205.1,ENSG00000143815,LBR,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00371831,ENST00000893043.1,ENSG00000100614,PPM1A,99.3,100.0,91.18,91.28,100.0,95.44,4
TCONS_00371831,ENST00000952699.1,ENSG00000177189,RPS6KA3,99.3,100.0,91.04,91.28,100.0,95.405,4
TCONS_00371831,ENST00000952698.1,ENSG00000177189,RPS6KA3,99.3,100.0,91.04,91.28,100.0,95.405,4
TCONS_00371831,ENST00000272163.9,ENSG00000143815,LBR,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00371831,ENST00000933597.1,ENSG00000143815,LBR,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00371831,ENST00000857257.1,ENSG00000015171,ZMYND11,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00371831,ENST00000912077.1,ENSG00000182827,ACBD3,99.3,100.0,91.0,91.28,100.0,95.39500000000001,4
TCONS_00371831,ENST00000912351.1,ENSG00000203880,PCMTD2,99.3,100.0,91.0,91.28,100.0,95.39500000000001,4
TCONS_00371831,ENST00000905629.1,ENSG00000136636,KCTD3,99.3,100.0,90.99,91.28,100.0,95.39250000000001,4
