lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00522040,ENST00000331173.6,99.09,100.0,95.66,89.9,100.0,96.1625,4
TCONS_00522040,ENST00000937744.1,99.3,100.0,93.62,91.28,100.0,96.05000000000001,4
TCONS_00522040,ENST00000300291.10,99.3,100.0,93.55,91.28,100.0,96.0325,4
TCONS_00522040,ENST00000868173.1,99.3,100.0,91.98,91.28,100.0,95.64000000000001,4
TCONS_00522040,ENST00000933594.1,99.3,100.0,91.84,91.28,100.0,95.60499999999999,4
TCONS_00522040,ENST00000964520.1,99.3,100.0,91.83,91.28,100.0,95.60249999999999,4
TCONS_00522040,ENST00000259154.9,99.3,100.0,91.83,91.28,100.0,95.60249999999999,4
TCONS_00522040,ENST00000396954.8,99.3,100.0,91.77,91.28,100.0,95.5875,4
TCONS_00522040,ENST00000905626.1,99.09,100.0,91.92,91.28,100.0,95.57249999999999,4
TCONS_00522040,ENST00000885796.1,99.3,100.0,91.7,91.28,100.0,95.57,4
TCONS_00522040,ENST00000896544.1,99.09,100.0,93.21,89.9,100.0,95.55000000000001,4
TCONS_00522040,ENST00000343004.10,99.09,100.0,93.21,89.9,100.0,95.55000000000001,4
TCONS_00522040,ENST00000896543.1,99.09,100.0,93.21,89.9,100.0,95.55000000000001,4
TCONS_00522040,ENST00000896545.1,99.09,100.0,93.21,89.9,100.0,95.55000000000001,4
TCONS_00522040,ENST00000880428.1,99.3,100.0,91.58,91.28,100.0,95.53999999999999,4
TCONS_00522040,ENST00000282570.4,99.3,100.0,91.58,91.28,100.0,95.53999999999999,4
TCONS_00522040,ENST00000370790.5,99.09,100.0,93.16,89.9,100.0,95.5375,4
TCONS_00522040,ENST00000421351.4,99.09,100.0,93.13,89.9,100.0,95.53,4
TCONS_00522040,ENST00000394804.6,99.09,100.0,93.13,89.9,100.0,95.53,4
TCONS_00522040,ENST00000422098.6,99.3,100.0,91.52,91.28,100.0,95.525,4
TCONS_00522040,ENST00000393310.5,99.3,100.0,91.47,91.28,100.0,95.51249999999999,4
TCONS_00522040,ENST00000912410.1,99.09,100.0,91.52,91.28,100.0,95.4725,4
TCONS_00522040,ENST00000933597.1,99.09,100.0,91.52,91.28,100.0,95.4725,4
TCONS_00522040,ENST00000905629.1,99.09,100.0,91.45,91.28,100.0,95.45500000000001,4
TCONS_00522040,ENST00000885038.1,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00522040,ENST00000885798.1,99.09,100.0,91.41,91.28,100.0,95.445,4
TCONS_00522040,ENST00000560355.1,99.09,100.0,92.64,90.0,100.0,95.4325,4
TCONS_00522040,ENST00000349556.5,99.3,100.0,91.14,91.28,100.0,95.43,4
TCONS_00522040,ENST00000880427.1,99.3,100.0,91.11,91.28,100.0,95.42250000000001,4
TCONS_00522040,ENST00000298406.6,99.3,100.0,91.1,91.28,100.0,95.41999999999999,4
TCONS_00522040,ENST00000880429.1,99.3,100.0,91.08,91.28,100.0,95.41499999999999,4
TCONS_00522040,ENST00000321662.11,99.09,100.0,92.66,89.9,100.0,95.4125,4
TCONS_00522040,ENST00000903191.1,99.09,100.0,92.62,89.9,100.0,95.4025,4
TCONS_00522040,ENST00000690216.1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00522040,ENST00000874564.1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00522040,ENST00000690137.1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00522040,ENST00000685491.1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00522040,ENST00000945203.1,99.3,100.0,90.99,91.28,100.0,95.39250000000001,4
TCONS_00522040,ENST00000897934.1,99.3,100.0,90.99,91.28,100.0,95.39250000000001,4
TCONS_00522040,ENST00000968019.1,99.3,100.0,90.97,91.28,100.0,95.38749999999999,4
TCONS_00522040,ENST00000874561.1,99.3,100.0,90.96,91.28,100.0,95.38499999999999,4
TCONS_00522040,ENST00000928785.1,99.09,100.0,92.55,89.9,100.0,95.38499999999999,4
TCONS_00522040,ENST00000945205.1,99.3,100.0,90.95,91.28,100.0,95.3825,4
TCONS_00522040,ENST00000952698.1,99.3,100.0,90.92,91.28,100.0,95.375,4
TCONS_00522040,ENST00000930976.1,99.3,100.0,90.92,91.28,100.0,95.375,4
TCONS_00522040,ENST00000943060.1,99.3,100.0,90.92,91.28,100.0,95.375,4
TCONS_00522040,ENST00000857075.1,99.3,100.0,90.92,91.28,100.0,95.375,4
TCONS_00522040,ENST00000857074.1,99.3,100.0,90.92,91.28,100.0,95.375,4
TCONS_00522040,ENST00000913362.1,99.3,100.0,90.9,91.28,100.0,95.37,4
TCONS_00522040,ENST00000933596.1,99.3,100.0,90.84,91.28,100.0,95.35499999999999,4
