lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00277876,ENST00000492996.6,99.09,100.0,92.75,89.9,100.0,95.435,4
TCONS_00277876,ENST00000954860.1,99.09,100.0,92.14,89.9,100.0,95.2825,4
TCONS_00277876,ENST00000943059.1,99.3,100.0,90.42,91.28,100.0,95.25,4
TCONS_00277876,ENST00000893395.1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00277876,ENST00000890975.1,99.09,100.0,91.76,89.9,100.0,95.1875,4
TCONS_00277876,ENST00000436547.7,99.09,100.0,91.74,89.9,100.0,95.1825,4
TCONS_00277876,ENST00000903191.1,99.09,100.0,91.7,89.9,100.0,95.17250000000001,4
TCONS_00277876,ENST00000857075.1,99.3,100.0,90.11,91.28,100.0,95.17250000000001,4
TCONS_00277876,ENST00000890977.1,99.09,100.0,91.6,90.0,100.0,95.1725,4
TCONS_00277876,ENST00000691214.1,99.3,100.0,90.03,91.28,100.0,95.1525,4
TCONS_00277876,ENST00000528080.6,99.09,100.0,91.6,89.9,100.0,95.14750000000001,4
TCONS_00277876,ENST00000686086.1,99.3,100.0,90.0,91.28,100.0,95.14500000000001,4
TCONS_00277876,ENST00000236137.10,99.09,100.0,91.57,89.9,100.0,95.13999999999999,4
TCONS_00277876,ENST00000662562.2,99.09,100.0,91.46,90.0,100.0,95.1375,4
TCONS_00277876,ENST00000914228.1,99.09,100.0,91.56,89.9,100.0,95.13749999999999,4
TCONS_00277876,ENST00000890976.1,99.09,100.0,91.55,89.9,100.0,95.13499999999999,4
TCONS_00277876,ENST00000857074.1,99.3,100.0,89.94,91.28,100.0,95.13,4
TCONS_00277876,ENST00000367804.4,99.09,100.0,91.39,90.0,100.0,95.12,4
TCONS_00277876,ENST00000921002.1,99.09,100.0,91.48,89.9,100.0,95.1175,4
TCONS_00277876,ENST00000903189.1,99.09,100.0,91.46,89.9,100.0,95.11250000000001,4
TCONS_00277876,ENST00000943061.1,99.3,100.0,89.85,91.28,100.0,95.10749999999999,4
TCONS_00277876,ENST00000650311.1,99.09,100.0,91.42,89.9,100.0,95.10249999999999,4
TCONS_00277876,ENST00000860830.1,99.09,100.0,91.41,89.9,100.0,95.1,4
TCONS_00277876,ENST00000909562.1,99.09,100.0,91.29,90.0,100.0,95.095,4
TCONS_00277876,ENST00000358075.11,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00277876,ENST00000874870.1,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00277876,ENST00000942970.1,99.3,100.0,89.75,91.28,100.0,95.08250000000001,4
TCONS_00277876,ENST00000930478.1,99.09,100.0,91.22,90.0,100.0,95.0775,4
TCONS_00277876,ENST00000369816.5,99.09,100.0,91.22,90.0,100.0,95.0775,4
TCONS_00277876,ENST00000942174.1,99.09,100.0,91.22,90.0,100.0,95.0775,4
TCONS_00277876,ENST00000903190.1,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00277876,ENST00000398014.7,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00277876,ENST00000953914.1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00277876,ENST00000856828.1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00277876,ENST00000906084.1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00277876,ENST00000262124.15,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00277876,ENST00000692108.1,99.3,100.0,89.7,91.28,100.0,95.07,4
TCONS_00277876,ENST00000691111.1,99.3,100.0,89.7,91.28,100.0,95.07,4
TCONS_00277876,ENST00000687593.1,99.3,100.0,89.7,91.28,100.0,95.07,4
TCONS_00277876,ENST00000674173.1,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00277876,ENST00000674289.1,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00277876,ENST00000906285.1,99.09,100.0,91.25,89.9,100.0,95.06,4
TCONS_00277876,ENST00000929967.1,99.09,100.0,91.25,89.9,100.0,95.06,4
TCONS_00277876,ENST00000284320.6,99.09,100.0,91.25,89.9,100.0,95.06,4
TCONS_00277876,ENST00000943131.1,99.09,100.0,91.22,89.9,100.0,95.05250000000001,4
TCONS_00277876,ENST00000909544.1,99.09,100.0,91.22,89.9,100.0,95.05250000000001,4
TCONS_00277876,ENST00000928784.1,99.09,100.0,91.22,89.9,100.0,95.05250000000001,4
TCONS_00277876,ENST00000941461.1,99.09,100.0,91.22,89.9,100.0,95.05250000000001,4
TCONS_00277876,ENST00000427199.3,99.09,100.0,91.11,90.0,100.0,95.05,4
TCONS_00277876,ENST00000883743.1,99.09,100.0,91.2,89.9,100.0,95.04750000000001,4
