gene	kegg_gene_id	pathway_id	pathway_name
B3GALNT2	hsa:148789	hsa00515	Mannose type O-glycan biosynthesis - Homo sapiens (human)
B3GALNT2	hsa:148789	hsa01100	Metabolic pathways - Homo sapiens (human)
CALM1	hsa:801	hsa04014	Ras signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04015	Rap1 signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04020	Calcium signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04022	cGMP-PKG signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04024	cAMP signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04070	Phosphatidylinositol signaling system - Homo sapiens (human)
CALM1	hsa:801	hsa04114	Oocyte meiosis - Homo sapiens (human)
CALM1	hsa:801	hsa04218	Cellular senescence - Homo sapiens (human)
CALM1	hsa:801	hsa04261	Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
CALM1	hsa:801	hsa04270	Vascular smooth muscle contraction - Homo sapiens (human)
CALM1	hsa:801	hsa04371	Apelin signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04713	Circadian entrainment - Homo sapiens (human)
CALM1	hsa:801	hsa04720	Long-term potentiation - Homo sapiens (human)
CALM1	hsa:801	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04728	Dopaminergic synapse - Homo sapiens (human)
CALM1	hsa:801	hsa04740	Olfactory transduction - Homo sapiens (human)
CALM1	hsa:801	hsa04744	Phototransduction - Homo sapiens (human)
CALM1	hsa:801	hsa04750	Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
CALM1	hsa:801	hsa04910	Insulin signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04912	GnRH signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04916	Melanogenesis - Homo sapiens (human)
CALM1	hsa:801	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
CALM1	hsa:801	hsa04924	Renin secretion - Homo sapiens (human)
CALM1	hsa:801	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)
CALM1	hsa:801	hsa04970	Salivary secretion - Homo sapiens (human)
CALM1	hsa:801	hsa04971	Gastric acid secretion - Homo sapiens (human)
CALM1	hsa:801	hsa05010	Alzheimer disease - Homo sapiens (human)
CALM1	hsa:801	hsa05012	Parkinson disease - Homo sapiens (human)
CALM1	hsa:801	hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
CALM1	hsa:801	hsa05031	Amphetamine addiction - Homo sapiens (human)
CALM1	hsa:801	hsa05034	Alcoholism - Homo sapiens (human)
CALM1	hsa:801	hsa05133	Pertussis - Homo sapiens (human)
CALM1	hsa:801	hsa05152	Tuberculosis - Homo sapiens (human)
CALM1	hsa:801	hsa05163	Human cytomegalovirus infection - Homo sapiens (human)
CALM1	hsa:801	hsa05167	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)
CALM1	hsa:801	hsa05170	Human immunodeficiency virus 1 infection - Homo sapiens (human)
CALM1	hsa:801	hsa05200	Pathways in cancer - Homo sapiens (human)
CALM1	hsa:801	hsa05214	Glioma - Homo sapiens (human)
CALM1	hsa:801	hsa05417	Lipid and atherosclerosis - Homo sapiens (human)
CALM1	hsa:801	hsa05418	Fluid shear stress and atherosclerosis - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
CYP2U1	hsa:113612	hsa00071	Fatty acid degradation - Homo sapiens (human)
CYP2U1	hsa:113612	hsa00590	Arachidonic acid metabolism - Homo sapiens (human)
CYP2U1	hsa:113612	hsa01100	Metabolic pathways - Homo sapiens (human)
HERC4	hsa:26091	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
INO80C	hsa:125476	hsa03082	ATP-dependent chromatin remodeling - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PHF6	hsa:84295	hsa03082	ATP-dependent chromatin remodeling - Homo sapiens (human)
PPM1A	hsa:5494	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RYK	hsa:6259	hsa04310	Wnt signaling pathway - Homo sapiens (human)
RYK	hsa:6259	hsa04360	Axon guidance - Homo sapiens (human)
SEH1L	hsa:81929	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
SEH1L	hsa:81929	hsa04150	mTOR signaling pathway - Homo sapiens (human)
SEH1L	hsa:81929	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
SLC19A2	hsa:10560	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)
STT3B	hsa:201595	hsa00510	N-Glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa00513	Various types of N-glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa01100	Metabolic pathways - Homo sapiens (human)
STT3B	hsa:201595	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
TMEM33	hsa:55161	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
