gene	kegg_gene_id	pathway_id	pathway_name
CNOT6	hsa:57472	hsa03018	RNA degradation - Homo sapiens (human)
CSNK1G3	hsa:1456	hsa04340	Hedgehog signaling pathway - Homo sapiens (human)
LIG4	hsa:3981	hsa03450	Non-homologous end-joining - Homo sapiens (human)
MOSMO	hsa:730094	hsa04340	Hedgehog signaling pathway - Homo sapiens (human)
NUP50	hsa:10762	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
NUP50	hsa:10762	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
PERP	hsa:57657	hsa04929	GnRH secretion - Homo sapiens (human)
PIGK	hsa:10026	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)
PIGK	hsa:10026	hsa01100	Metabolic pathways - Homo sapiens (human)
PLOD2	hsa:5352	hsa00310	Lysine degradation - Homo sapiens (human)
PLOD2	hsa:5352	hsa01100	Metabolic pathways - Homo sapiens (human)
RAP1A	hsa:5906	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04014	Ras signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04015	Rap1 signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04024	cAMP signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04062	Chemokine signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04510	Focal adhesion - Homo sapiens (human)
RAP1A	hsa:5906	hsa04520	Adherens junction - Homo sapiens (human)
RAP1A	hsa:5906	hsa04530	Tight junction - Homo sapiens (human)
RAP1A	hsa:5906	hsa04611	Platelet activation - Homo sapiens (human)
RAP1A	hsa:5906	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
RAP1A	hsa:5906	hsa04720	Long-term potentiation - Homo sapiens (human)
RAP1A	hsa:5906	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04934	Cushing syndrome - Homo sapiens (human)
RAP1A	hsa:5906	hsa04972	Pancreatic secretion - Homo sapiens (human)
RAP1A	hsa:5906	hsa05211	Renal cell carcinoma - Homo sapiens (human)
RAP1A	hsa:5906	hsa05417	Lipid and atherosclerosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04114	Oocyte meiosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04150	mTOR signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04714	Thermogenesis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04720	Long-term potentiation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04931	Insulin resistance - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05135	Yersinia infection - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)
UBE2D3	hsa:7323	hsa03083	Polycomb repressive complex - Homo sapiens (human)
UBE2D3	hsa:7323	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
UBE2D3	hsa:7323	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
UBE2D3	hsa:7323	hsa05131	Shigellosis - Homo sapiens (human)
XPOT	hsa:11260	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
