lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00161804,ENST00000421351.4,99.09,100.0,92.73,90.0,100.0,95.455,4
TCONS_00161804,ENST00000905626.1,99.3,100.0,90.89,91.28,100.0,95.3675,4
TCONS_00161804,ENST00000896543.1,99.09,100.0,92.18,90.0,100.0,95.3175,4
TCONS_00161804,ENST00000394804.6,99.09,100.0,92.07,90.0,100.0,95.28999999999999,4
TCONS_00161804,ENST00000714147.1,99.3,100.0,90.51,91.28,100.0,95.27250000000001,4
TCONS_00161804,ENST00000689517.1,99.3,100.0,90.45,91.28,100.0,95.2575,4
TCONS_00161804,ENST00000687593.1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00161804,ENST00000691214.1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00161804,ENST00000691111.1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00161804,ENST00000692108.1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00161804,ENST00000943061.1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00161804,ENST00000855003.1,99.09,100.0,91.85,89.9,100.0,95.21000000000001,4
TCONS_00161804,ENST00000855013.1,99.09,100.0,91.85,89.9,100.0,95.21000000000001,4
TCONS_00161804,ENST00000901808.1,99.3,100.0,90.15,91.28,100.0,95.1825,4
TCONS_00161804,ENST00000943059.1,99.3,100.0,90.15,91.28,100.0,95.1825,4
TCONS_00161804,ENST00000685338.1,99.3,100.0,90.11,91.28,100.0,95.17250000000001,4
TCONS_00161804,ENST00000857257.1,99.3,100.0,90.1,91.28,100.0,95.16999999999999,4
TCONS_00161804,ENST00000952698.1,99.3,100.0,90.09,91.28,100.0,95.16749999999999,4
TCONS_00161804,ENST00000689762.1,99.3,100.0,90.04,91.28,100.0,95.155,4
TCONS_00161804,ENST00000542527.7,99.09,100.0,91.62,89.9,100.0,95.1525,4
TCONS_00161804,ENST00000445065.5,99.09,100.0,91.53,89.9,100.0,95.13,4
TCONS_00161804,ENST00000611712.4,99.3,100.0,89.93,91.28,100.0,95.1275,4
TCONS_00161804,ENST00000896545.1,99.09,100.0,91.41,90.0,100.0,95.125,4
TCONS_00161804,ENST00000872922.1,99.3,100.0,89.92,91.28,100.0,95.125,4
TCONS_00161804,ENST00000343004.10,99.09,100.0,91.41,90.0,100.0,95.125,4
TCONS_00161804,ENST00000896544.1,99.09,100.0,91.41,90.0,100.0,95.125,4
TCONS_00161804,ENST00000952699.1,99.3,100.0,89.79,91.28,100.0,95.0925,4
TCONS_00161804,ENST00000399703.6,99.3,100.0,89.79,91.28,100.0,95.0925,4
TCONS_00161804,ENST00000968019.1,99.3,100.0,89.76,91.28,100.0,95.08500000000001,4
TCONS_00161804,ENST00000972242.1,99.3,100.0,89.72,91.28,100.0,95.07499999999999,4
TCONS_00161804,ENST00000442234.6,99.3,100.0,89.72,91.28,100.0,95.07499999999999,4
TCONS_00161804,ENST00000686913.1,99.3,100.0,89.71,91.28,100.0,95.07249999999999,4
TCONS_00161804,ENST00000935510.1,99.3,100.0,89.71,91.28,100.0,95.07249999999999,4
TCONS_00161804,ENST00000558506.1,99.3,100.0,89.7,91.28,100.0,95.07,4
TCONS_00161804,ENST00000942569.1,99.3,100.0,89.68,91.28,100.0,95.065,4
TCONS_00161804,ENST00000964520.1,99.3,100.0,89.68,91.28,100.0,95.065,4
TCONS_00161804,ENST00000544547.6,99.3,100.0,89.67,91.28,100.0,95.0625,4
TCONS_00161804,ENST00000688529.1,99.3,100.0,89.6,91.28,100.0,95.04499999999999,4
TCONS_00161804,ENST00000703527.1,99.09,100.0,91.07,90.0,100.0,95.03999999999999,4
TCONS_00161804,ENST00000931256.1,99.09,100.0,91.03,90.0,100.0,95.03,4
TCONS_00161804,ENST00000685491.1,99.3,100.0,89.48,91.28,100.0,95.01500000000001,4
TCONS_00161804,ENST00000614526.2,99.3,100.0,89.41,91.28,100.0,94.9975,4
TCONS_00161804,ENST00000968506.1,99.3,100.0,89.41,91.28,100.0,94.9975,4
TCONS_00161804,ENST00000895950.1,99.09,100.0,90.98,89.9,100.0,94.9925,4
TCONS_00161804,ENST00000895953.1,99.09,100.0,90.98,89.9,100.0,94.9925,4
TCONS_00161804,ENST00000895952.1,99.09,100.0,90.98,89.9,100.0,94.9925,4
TCONS_00161804,ENST00000881750.1,99.3,100.0,89.38,91.28,100.0,94.99000000000001,4
TCONS_00161804,ENST00000686095.1,99.09,100.0,89.59,91.28,100.0,94.99000000000001,4
TCONS_00161804,ENST00000904846.1,99.3,100.0,89.38,91.28,100.0,94.99000000000001,4
TCONS_00161804,ENST00000927838.1,99.3,100.0,89.35,91.28,100.0,94.98249999999999,4
