gene	kegg_gene_id	pathway_id	pathway_name
ACBD3	hsa:64746	hsa05132	Salmonella infection - Homo sapiens (human)
ASCC3	hsa:23020	hsa03040	Spliceosome - Homo sapiens (human)
CAB39	hsa:81617	hsa04150	mTOR signaling pathway - Homo sapiens (human)
CAB39	hsa:81617	hsa04152	AMPK signaling pathway - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
LBR	hsa:3930	hsa00100	Steroid biosynthesis - Homo sapiens (human)
LBR	hsa:3930	hsa01100	Metabolic pathways - Homo sapiens (human)
LBR	hsa:3930	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
PPM1A	hsa:5494	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04114	Oocyte meiosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04150	mTOR signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04714	Thermogenesis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04720	Long-term potentiation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04931	Insulin resistance - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05135	Yersinia infection - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)
STT3B	hsa:201595	hsa00510	N-Glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa00513	Various types of N-glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa01100	Metabolic pathways - Homo sapiens (human)
STT3B	hsa:201595	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
XPOT	hsa:11260	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
