gene	kegg_gene_id	pathway_id	pathway_name
B3GALNT2	hsa:148789	hsa00515	Mannose type O-glycan biosynthesis - Homo sapiens (human)
B3GALNT2	hsa:148789	hsa01100	Metabolic pathways - Homo sapiens (human)
CEBPG	hsa:1054	hsa05152	Tuberculosis - Homo sapiens (human)
CLDN16	hsa:10686	hsa03272	Virion - Hepatitis viruses - Homo sapiens (human)
CLDN16	hsa:10686	hsa04382	Cornified envelope formation - Homo sapiens (human)
CLDN16	hsa:10686	hsa04514	Cell adhesion molecules - Homo sapiens (human)
CLDN16	hsa:10686	hsa04530	Tight junction - Homo sapiens (human)
CLDN16	hsa:10686	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
CLDN16	hsa:10686	hsa05130	Pathogenic Escherichia coli infection - Homo sapiens (human)
CLDN16	hsa:10686	hsa05160	Hepatitis C - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
CYP2U1	hsa:113612	hsa00071	Fatty acid degradation - Homo sapiens (human)
CYP2U1	hsa:113612	hsa00590	Arachidonic acid metabolism - Homo sapiens (human)
CYP2U1	hsa:113612	hsa01100	Metabolic pathways - Homo sapiens (human)
FUT8	hsa:2530	hsa00510	N-Glycan biosynthesis - Homo sapiens (human)
FUT8	hsa:2530	hsa00513	Various types of N-glycan biosynthesis - Homo sapiens (human)
FUT8	hsa:2530	hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)
FUT8	hsa:2530	hsa01100	Metabolic pathways - Homo sapiens (human)
FUT8	hsa:2530	hsa05202	Transcriptional misregulation in cancer - Homo sapiens (human)
GRIA2	hsa:2891	hsa04024	cAMP signaling pathway - Homo sapiens (human)
GRIA2	hsa:2891	hsa04080	Neuroactive ligand-receptor interaction - Homo sapiens (human)
GRIA2	hsa:2891	hsa04082	Neuroactive ligand signaling - Homo sapiens (human)
GRIA2	hsa:2891	hsa04713	Circadian entrainment - Homo sapiens (human)
GRIA2	hsa:2891	hsa04720	Long-term potentiation - Homo sapiens (human)
GRIA2	hsa:2891	hsa04723	Retrograde endocannabinoid signaling - Homo sapiens (human)
GRIA2	hsa:2891	hsa04724	Glutamatergic synapse - Homo sapiens (human)
GRIA2	hsa:2891	hsa04728	Dopaminergic synapse - Homo sapiens (human)
GRIA2	hsa:2891	hsa04730	Long-term depression - Homo sapiens (human)
GRIA2	hsa:2891	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
GRIA2	hsa:2891	hsa05016	Huntington disease - Homo sapiens (human)
GRIA2	hsa:2891	hsa05017	Spinocerebellar ataxia - Homo sapiens (human)
GRIA2	hsa:2891	hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
GRIA2	hsa:2891	hsa05030	Cocaine addiction - Homo sapiens (human)
GRIA2	hsa:2891	hsa05031	Amphetamine addiction - Homo sapiens (human)
GRIA2	hsa:2891	hsa05033	Nicotine addiction - Homo sapiens (human)
HERC4	hsa:26091	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
NIPA2	hsa:729359	hsa03320	PPAR signaling pathway - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PHF6	hsa:84295	hsa03082	ATP-dependent chromatin remodeling - Homo sapiens (human)
SEH1L	hsa:81929	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
SEH1L	hsa:81929	hsa04150	mTOR signaling pathway - Homo sapiens (human)
SEH1L	hsa:81929	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
SGMS1	hsa:259230	hsa00564	Glycerophospholipid metabolism - Homo sapiens (human)
SGMS1	hsa:259230	hsa00600	Sphingolipid metabolism - Homo sapiens (human)
SGMS1	hsa:259230	hsa01100	Metabolic pathways - Homo sapiens (human)
SGMS1	hsa:259230	hsa04071	Sphingolipid signaling pathway - Homo sapiens (human)
