lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00372669,ENST00000952698.1,ENSG00000177189,RPS6KA3,99.3,100.0,91.46,91.28,100.0,95.50999999999999,4
TCONS_00372669,ENST00000964520.1,ENSG00000136636,KCTD3,99.3,100.0,91.46,91.28,100.0,95.50999999999999,4
TCONS_00372669,ENST00000259154.9,ENSG00000136636,KCTD3,99.3,100.0,91.46,91.28,100.0,95.50999999999999,4
TCONS_00372669,ENST00000964521.1,ENSG00000136636,KCTD3,99.3,100.0,91.45,91.28,100.0,95.5075,4
TCONS_00372669,ENST00000282570.4,ENSG00000087338,GMCL1,99.3,100.0,91.14,91.28,100.0,95.43,4
TCONS_00372669,ENST00000690216.1,ENSG00000102081,FMR1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00372669,ENST00000952699.1,ENSG00000177189,RPS6KA3,99.3,100.0,91.0,91.28,100.0,95.39500000000001,4
TCONS_00372669,ENST00000857256.1,ENSG00000015171,ZMYND11,99.3,100.0,90.86,91.28,100.0,95.36000000000001,4
TCONS_00372669,ENST00000857261.1,ENSG00000015171,ZMYND11,99.3,100.0,90.77,91.28,100.0,95.3375,4
TCONS_00372669,ENST00000928789.1,ENSG00000168092,PAFAH1B2,99.3,100.0,90.74,91.28,100.0,95.33000000000001,4
TCONS_00372669,ENST00000893043.1,ENSG00000100614,PPM1A,99.3,100.0,90.71,91.28,100.0,95.32249999999999,4
TCONS_00372669,ENST00000914816.1,ENSG00000122376,SHLD2,99.3,100.0,90.66,91.28,100.0,95.31,4
TCONS_00372669,ENST00000914814.1,ENSG00000122376,SHLD2,99.3,100.0,90.65,91.28,100.0,95.3075,4
TCONS_00372669,ENST00000904846.1,ENSG00000184575,XPOT,99.3,100.0,90.63,91.28,100.0,95.30250000000001,4
TCONS_00372669,ENST00000914815.1,ENSG00000122376,SHLD2,99.3,100.0,90.62,91.28,100.0,95.30000000000001,4
TCONS_00372669,ENST00000943972.1,ENSG00000122376,SHLD2,99.3,100.0,90.62,91.28,100.0,95.30000000000001,4
TCONS_00372669,ENST00000686086.1,ENSG00000102081,FMR1,99.3,100.0,90.51,91.28,100.0,95.27250000000001,4
TCONS_00372669,ENST00000857257.1,ENSG00000015171,ZMYND11,99.3,100.0,90.5,91.28,100.0,95.27000000000001,4
TCONS_00372669,ENST00000972242.1,ENSG00000015171,ZMYND11,99.3,100.0,90.5,91.28,100.0,95.27000000000001,4
TCONS_00372669,ENST00000893395.1,ENSG00000153879,CEBPG,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00372669,ENST00000857262.1,ENSG00000015171,ZMYND11,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00372669,ENST00000691214.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00372669,ENST00000930976.1,ENSG00000112081,SRSF3,99.3,100.0,90.4,91.28,100.0,95.245,4
TCONS_00372669,ENST00000429642.2,ENSG00000067064,IDI1,99.3,100.0,90.4,91.28,100.0,95.245,4
TCONS_00372669,ENST00000544547.6,ENSG00000169756,LIMS1,99.3,100.0,90.38,91.28,100.0,95.24000000000001,4
TCONS_00372669,ENST00000858926.1,ENSG00000198945,L3MBTL3,99.3,100.0,90.25,91.28,100.0,95.20750000000001,4
TCONS_00372669,ENST00000858927.1,ENSG00000198945,L3MBTL3,99.3,100.0,90.25,91.28,100.0,95.20750000000001,4
TCONS_00372669,ENST00000919549.1,ENSG00000136636,KCTD3,99.3,100.0,90.23,91.28,100.0,95.20250000000001,4
TCONS_00372669,ENST00000905630.1,ENSG00000136636,KCTD3,99.3,100.0,90.23,91.28,100.0,95.20250000000001,4
TCONS_00372669,ENST00000956969.1,ENSG00000126804,ZBTB1,99.3,100.0,90.23,91.28,100.0,95.20250000000001,4
TCONS_00372669,ENST00000857254.1,ENSG00000015171,ZMYND11,99.3,100.0,90.21,91.28,100.0,95.19749999999999,4
TCONS_00372669,ENST00000887828.1,ENSG00000047932,GOPC,99.3,100.0,90.21,91.28,100.0,95.19749999999999,4
TCONS_00372669,ENST00000964522.1,ENSG00000136636,KCTD3,99.3,100.0,90.2,91.28,100.0,95.195,4
TCONS_00372669,ENST00000568816.5,ENSG00000104164,BLOC1S6,99.3,100.0,90.13,91.28,100.0,95.17750000000001,4
TCONS_00372669,ENST00000971590.1,ENSG00000184575,XPOT,99.3,100.0,90.12,91.28,100.0,95.17500000000001,4
TCONS_00372669,ENST00000936976.1,ENSG00000184575,XPOT,99.3,100.0,90.12,91.28,100.0,95.17500000000001,4
TCONS_00372669,ENST00000338056.7,ENSG00000105784,RUNDC3B,99.3,100.0,90.11,91.28,100.0,95.17250000000001,4
TCONS_00372669,ENST00000370471.7,ENSG00000102081,FMR1,99.3,100.0,90.1,91.28,100.0,95.16999999999999,4
TCONS_00372669,ENST00000857264.1,ENSG00000015171,ZMYND11,99.3,100.0,90.07,91.28,100.0,95.1625,4
