gene	kegg_gene_id	pathway_id	pathway_name
ACSL3	hsa:2181	hsa00061	Fatty acid biosynthesis - Homo sapiens (human)
ACSL3	hsa:2181	hsa00071	Fatty acid degradation - Homo sapiens (human)
ACSL3	hsa:2181	hsa01100	Metabolic pathways - Homo sapiens (human)
ACSL3	hsa:2181	hsa01212	Fatty acid metabolism - Homo sapiens (human)
ACSL3	hsa:2181	hsa03320	PPAR signaling pathway - Homo sapiens (human)
ACSL3	hsa:2181	hsa04146	Peroxisome - Homo sapiens (human)
ACSL3	hsa:2181	hsa04216	Ferroptosis - Homo sapiens (human)
ACSL3	hsa:2181	hsa04714	Thermogenesis - Homo sapiens (human)
ACSL3	hsa:2181	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
LBR	hsa:3930	hsa00100	Steroid biosynthesis - Homo sapiens (human)
LBR	hsa:3930	hsa01100	Metabolic pathways - Homo sapiens (human)
LBR	hsa:3930	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
MOCS2	hsa:4338	hsa00790	Folate biosynthesis - Homo sapiens (human)
MOCS2	hsa:4338	hsa01100	Metabolic pathways - Homo sapiens (human)
MOCS2	hsa:4338	hsa01240	Biosynthesis of cofactors - Homo sapiens (human)
MOCS2	hsa:4338	hsa04122	Sulfur relay system - Homo sapiens (human)
NUDT21	hsa:11051	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PERP	hsa:57657	hsa04929	GnRH secretion - Homo sapiens (human)
PPM1A	hsa:5494	hsa04010	MAPK signaling pathway - Homo sapiens (human)
SEPTIN7	hsa:989	hsa05131	Shigellosis - Homo sapiens (human)
STT3B	hsa:201595	hsa00510	N-Glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa00513	Various types of N-glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa01100	Metabolic pathways - Homo sapiens (human)
STT3B	hsa:201595	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
