lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00092197,ENST00000492996.6,99.09,100.0,92.75,89.9,100.0,95.435,4
TCONS_00092197,ENST00000236137.10,99.09,100.0,92.57,89.9,100.0,95.38999999999999,4
TCONS_00092197,ENST00000889531.1,99.09,100.0,91.96,89.9,100.0,95.23750000000001,4
TCONS_00092197,ENST00000921002.1,99.09,100.0,91.94,89.9,100.0,95.23249999999999,4
TCONS_00092197,ENST00000367804.4,99.09,100.0,91.82,90.0,100.0,95.22749999999999,4
TCONS_00092197,ENST00000903188.1,99.09,100.0,91.89,89.9,100.0,95.22,4
TCONS_00092197,ENST00000262124.15,99.09,100.0,91.87,89.9,100.0,95.215,4
TCONS_00092197,ENST00000903190.1,99.09,100.0,91.86,89.9,100.0,95.2125,4
TCONS_00092197,ENST00000883749.1,99.09,100.0,91.83,89.9,100.0,95.20500000000001,4
TCONS_00092197,ENST00000954860.1,99.09,100.0,91.78,89.9,100.0,95.1925,4
TCONS_00092197,ENST00000890975.1,99.09,100.0,91.76,89.9,100.0,95.1875,4
TCONS_00092197,ENST00000856828.1,99.09,100.0,91.74,89.9,100.0,95.1825,4
TCONS_00092197,ENST00000903192.1,99.09,100.0,91.55,90.0,100.0,95.16,4
TCONS_00092197,ENST00000855854.1,99.09,100.0,91.55,89.9,100.0,95.13499999999999,4
TCONS_00092197,ENST00000420673.6,99.09,100.0,91.55,89.9,100.0,95.13499999999999,4
TCONS_00092197,ENST00000536854.6,99.09,100.0,91.54,89.9,100.0,95.1325,4
TCONS_00092197,ENST00000205636.4,99.09,100.0,91.52,89.9,100.0,95.1275,4
TCONS_00092197,ENST00000906084.1,99.09,100.0,91.52,89.9,100.0,95.1275,4
TCONS_00092197,ENST00000369816.5,99.09,100.0,91.4,90.0,100.0,95.1225,4
TCONS_00092197,ENST00000890976.1,99.09,100.0,91.44,89.9,100.0,95.10749999999999,4
TCONS_00092197,ENST00000674289.1,99.09,100.0,91.4,89.9,100.0,95.0975,4
TCONS_00092197,ENST00000394171.6,99.09,100.0,91.4,89.9,100.0,95.0975,4
TCONS_00092197,ENST00000429288.2,99.09,100.0,91.39,89.9,100.0,95.095,4
TCONS_00092197,ENST00000909562.1,99.09,100.0,91.29,90.0,100.0,95.095,4
TCONS_00092197,ENST00000863351.1,99.09,100.0,91.29,90.0,100.0,95.095,4
TCONS_00092197,ENST00000874870.1,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00092197,ENST00000944487.1,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00092197,ENST00000242719.4,99.09,100.0,91.26,90.0,100.0,95.0875,4
TCONS_00092197,ENST00000856529.1,99.09,100.0,91.26,90.0,100.0,95.0875,4
TCONS_00092197,ENST00000427199.3,99.09,100.0,91.25,90.0,100.0,95.08500000000001,4
TCONS_00092197,ENST00000644923.2,99.09,100.0,91.33,89.9,100.0,95.08000000000001,4
TCONS_00092197,ENST00000893045.1,99.09,100.0,91.33,89.9,100.0,95.08000000000001,4
TCONS_00092197,ENST00000894047.1,99.09,100.0,91.22,90.0,100.0,95.0775,4
TCONS_00092197,ENST00000917617.1,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00092197,ENST00000915227.1,99.09,100.0,91.31,89.9,100.0,95.07499999999999,4
TCONS_00092197,ENST00000918459.1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00092197,ENST00000710437.1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00092197,ENST00000931712.1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00092197,ENST00000931713.1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00092197,ENST00000944182.1,99.09,100.0,91.29,89.9,100.0,95.07,4
TCONS_00092197,ENST00000894867.1,99.09,100.0,91.27,89.9,100.0,95.065,4
TCONS_00092197,ENST00000928784.1,99.09,100.0,91.27,89.9,100.0,95.065,4
TCONS_00092197,ENST00000372059.6,99.09,100.0,91.17,90.0,100.0,95.065,4
TCONS_00092197,ENST00000260270.3,99.09,100.0,91.17,90.0,100.0,95.065,4
TCONS_00092197,ENST00000674173.1,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00092197,ENST00000856979.1,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00092197,ENST00000856978.1,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00092197,ENST00000960376.1,99.09,100.0,91.25,89.9,100.0,95.06,4
TCONS_00092197,ENST00000915678.1,99.09,100.0,91.14,90.0,100.0,95.0575,4
TCONS_00092197,ENST00000971023.1,99.09,100.0,91.14,90.0,100.0,95.0575,4
