gene	kegg_gene_id	pathway_id	pathway_name
C9orf72	hsa:203228	hsa04140	Autophagy - animal - Homo sapiens (human)
C9orf72	hsa:203228	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
C9orf72	hsa:203228	hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
ELOVL4	hsa:6785	hsa00062	Fatty acid elongation - Homo sapiens (human)
ELOVL4	hsa:6785	hsa01040	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)
ELOVL4	hsa:6785	hsa01100	Metabolic pathways - Homo sapiens (human)
ELOVL4	hsa:6785	hsa01212	Fatty acid metabolism - Homo sapiens (human)
ELOVL4	hsa:6785	hsa04382	Cornified envelope formation - Homo sapiens (human)
HERC4	hsa:26091	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
NIPA2	hsa:729359	hsa03320	PPAR signaling pathway - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PPM1A	hsa:5494	hsa04010	MAPK signaling pathway - Homo sapiens (human)
PRKAR1A	hsa:5573	hsa04910	Insulin signaling pathway - Homo sapiens (human)
SAMD8	hsa:142891	hsa00564	Glycerophospholipid metabolism - Homo sapiens (human)
SAMD8	hsa:142891	hsa00600	Sphingolipid metabolism - Homo sapiens (human)
SEH1L	hsa:81929	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
SEH1L	hsa:81929	hsa04150	mTOR signaling pathway - Homo sapiens (human)
SEH1L	hsa:81929	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
SLC16A1	hsa:117247	hsa04081	Hormone signaling - Homo sapiens (human)
SLC16A1	hsa:117247	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
SLC16A1	hsa:117247	hsa04974	Protein digestion and absorption - Homo sapiens (human)
SLC19A2	hsa:10560	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)
TMEM33	hsa:55161	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
UTP15	hsa:84135	hsa03008	Ribosome biogenesis in eukaryotes - Homo sapiens (human)
XPO1	hsa:7514	hsa03008	Ribosome biogenesis in eukaryotes - Homo sapiens (human)
XPO1	hsa:7514	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
XPO1	hsa:7514	hsa03250	Viral life cycle - HIV-1 - Homo sapiens (human)
XPO1	hsa:7514	hsa05164	Influenza A - Homo sapiens (human)
XPO1	hsa:7514	hsa05166	Human T-cell leukemia virus 1 infection - Homo sapiens (human)
