gene	kegg_gene_id	pathway_id	pathway_name
CYP2C19	hsa:1557	hsa00590	Arachidonic acid metabolism - Homo sapiens (human)
CYP2C19	hsa:1557	hsa00591	Linoleic acid metabolism - Homo sapiens (human)
CYP2C19	hsa:1557	hsa00982	Drug metabolism - cytochrome P450 - Homo sapiens (human)
CYP2C19	hsa:1557	hsa01100	Metabolic pathways - Homo sapiens (human)
CYP2C19	hsa:1557	hsa04726	Serotonergic synapse - Homo sapiens (human)
CYP2C19	hsa:1557	hsa05204	Chemical carcinogenesis - DNA adducts - Homo sapiens (human)
EREG	hsa:2069	hsa04010	MAPK signaling pathway - Homo sapiens (human)
EREG	hsa:2069	hsa04012	ErbB signaling pathway - Homo sapiens (human)
EREG	hsa:2069	hsa04151	PI3K-Akt signaling pathway - Homo sapiens (human)
EREG	hsa:2069	hsa05210	Colorectal cancer - Homo sapiens (human)
GABRG2	hsa:2566	hsa04080	Neuroactive ligand-receptor interaction - Homo sapiens (human)
GABRG2	hsa:2566	hsa04082	Neuroactive ligand signaling - Homo sapiens (human)
GABRG2	hsa:2566	hsa04723	Retrograde endocannabinoid signaling - Homo sapiens (human)
GABRG2	hsa:2566	hsa04727	GABAergic synapse - Homo sapiens (human)
GABRG2	hsa:2566	hsa05032	Morphine addiction - Homo sapiens (human)
GABRG2	hsa:2566	hsa05033	Nicotine addiction - Homo sapiens (human)
GNAI1	hsa:2770	hsa04015	Rap1 signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04022	cGMP-PKG signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04024	cAMP signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04062	Chemokine signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04071	Sphingolipid signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04081	Hormone signaling - Homo sapiens (human)
GNAI1	hsa:2770	hsa04082	Neuroactive ligand signaling - Homo sapiens (human)
GNAI1	hsa:2770	hsa04261	Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
GNAI1	hsa:2770	hsa04360	Axon guidance - Homo sapiens (human)
GNAI1	hsa:2770	hsa04371	Apelin signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04540	Gap junction - Homo sapiens (human)
GNAI1	hsa:2770	hsa04611	Platelet activation - Homo sapiens (human)
GNAI1	hsa:2770	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
GNAI1	hsa:2770	hsa04713	Circadian entrainment - Homo sapiens (human)
GNAI1	hsa:2770	hsa04723	Retrograde endocannabinoid signaling - Homo sapiens (human)
GNAI1	hsa:2770	hsa04724	Glutamatergic synapse - Homo sapiens (human)
GNAI1	hsa:2770	hsa04725	Cholinergic synapse - Homo sapiens (human)
GNAI1	hsa:2770	hsa04726	Serotonergic synapse - Homo sapiens (human)
GNAI1	hsa:2770	hsa04727	GABAergic synapse - Homo sapiens (human)
GNAI1	hsa:2770	hsa04728	Dopaminergic synapse - Homo sapiens (human)
