lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00125660,ENST00000867842.1,ENSG00000180537,RNF182,99.09,100.0,91.39,89.9,100.0,95.095,4
TCONS_00125660,ENST00000867841.1,ENSG00000180537,RNF182,99.09,100.0,91.39,89.9,100.0,95.095,4
TCONS_00125660,ENST00000360663.10,ENSG00000107758,PPP3CB,99.09,100.0,91.35,89.9,100.0,95.08500000000001,4
TCONS_00125660,ENST00000372059.6,ENSG00000101935,AMMECR1,99.09,100.0,91.19,90.0,100.0,95.07,4
TCONS_00125660,ENST00000466976.1,ENSG00000130956,HABP4,99.09,100.0,91.19,90.0,100.0,95.07,4
TCONS_00125660,ENST00000264734.3,ENSG00000113946,CLDN16,99.09,100.0,91.19,90.0,100.0,95.07,4
TCONS_00125660,ENST00000928088.1,ENSG00000135535,CD164,99.09,100.0,91.16,90.0,100.0,95.0625,4
TCONS_00125660,ENST00000688403.1,ENSG00000171100,MTM1,99.09,100.0,91.15,90.0,100.0,95.06,4
TCONS_00125660,ENST00000885952.1,ENSG00000107758,PPP3CB,99.09,100.0,91.21,89.9,100.0,95.05000000000001,4
TCONS_00125660,ENST00000880431.1,ENSG00000138071,ACTR2,99.09,100.0,91.21,89.9,100.0,95.05000000000001,4
TCONS_00125660,ENST00000880429.1,ENSG00000138071,ACTR2,99.09,100.0,91.21,89.9,100.0,95.05000000000001,4
TCONS_00125660,ENST00000361840.8,ENSG00000123178,SPRYD7,99.09,100.0,91.05,90.0,100.0,95.035,4
TCONS_00125660,ENST00000378195.6,ENSG00000123178,SPRYD7,99.09,100.0,91.05,90.0,100.0,95.035,4
TCONS_00125660,ENST00000706626.1,ENSG00000152952,PLOD2,99.09,100.0,91.15,89.9,100.0,95.035,4
TCONS_00125660,ENST00000677385.1,ENSG00000135486,HNRNPA1,99.09,100.0,91.14,89.9,100.0,95.0325,4
TCONS_00125660,ENST00000892425.1,ENSG00000166734,GOLM2,99.09,100.0,91.04,90.0,100.0,95.0325,4
TCONS_00125660,ENST00000591844.5,ENSG00000196867,ZFP28,99.09,100.0,91.13,89.9,100.0,95.03,4
TCONS_00125660,ENST00000261721.9,ENSG00000064726,BTBD1,99.09,100.0,91.02,90.0,100.0,95.0275,4
TCONS_00125660,ENST00000476570.2,ENSG00000151773,CCDC122,99.09,100.0,91.12,89.9,100.0,95.0275,4
TCONS_00125660,ENST00000690282.1,ENSG00000171100,MTM1,99.09,100.0,91.01,90.0,100.0,95.025,4
TCONS_00125660,ENST00000402314.6,ENSG00000144848,ATG3,99.09,100.0,91.01,90.0,100.0,95.025,4
TCONS_00125660,ENST00000882292.1,ENSG00000177990,DPY19L2,99.09,100.0,91.01,90.0,100.0,95.025,4
TCONS_00125660,ENST00000856288.1,ENSG00000138821,SLC39A8,99.09,100.0,91.04,89.9,100.0,95.0075,4
TCONS_00125660,ENST00000957823.1,ENSG00000006451,RALA,99.09,100.0,90.93,90.0,100.0,95.005,4
TCONS_00125660,ENST00000901811.1,ENSG00000203880,PCMTD2,99.09,100.0,90.91,90.0,100.0,95.0,4
TCONS_00125660,ENST00000915166.1,ENSG00000069974,RAB27A,99.09,100.0,90.98,89.9,100.0,94.9925,4
TCONS_00125660,ENST00000366690.5,ENSG00000168118,RAB4A,99.09,100.0,90.88,90.0,100.0,94.9925,4
TCONS_00125660,ENST00000866587.1,ENSG00000164176,EDIL3,99.09,100.0,90.88,90.0,100.0,94.9925,4
TCONS_00125660,ENST00000944298.1,ENSG00000064726,BTBD1,99.09,100.0,90.88,90.0,100.0,94.9925,4
TCONS_00125660,ENST00000944299.1,ENSG00000064726,BTBD1,99.09,100.0,90.88,90.0,100.0,94.9925,4
TCONS_00125660,ENST00000285311.8,ENSG00000155011,DKK2,99.09,100.0,90.97,89.9,100.0,94.99000000000001,4
TCONS_00125660,ENST00000937586.1,ENSG00000153037,SRP19,99.09,100.0,90.86,90.0,100.0,94.9875,4
TCONS_00125660,ENST00000924985.1,ENSG00000197329,PELI1,99.09,100.0,90.86,90.0,100.0,94.9875,4
TCONS_00125660,ENST00000943131.1,ENSG00000136940,PDCL,99.09,100.0,90.95,89.9,100.0,94.98500000000001,4
TCONS_00125660,ENST00000869004.1,ENSG00000084073,ZMPSTE24,99.09,100.0,90.85,90.0,100.0,94.985,4
TCONS_00125660,ENST00000867099.1,ENSG00000162616,DNAJB4,99.09,100.0,90.85,90.0,100.0,94.985,4
