lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00407292,ENST00000492996.6,99.09,100.0,92.75,89.9,100.0,95.435,4
TCONS_00407292,ENST00000893395.1,99.3,100.0,90.56,91.28,100.0,95.285,4
TCONS_00407292,ENST00000921002.1,99.09,100.0,91.94,89.9,100.0,95.23249999999999,4
TCONS_00407292,ENST00000262124.15,99.09,100.0,91.87,89.9,100.0,95.215,4
TCONS_00407292,ENST00000436547.7,99.09,100.0,91.74,89.9,100.0,95.1825,4
TCONS_00407292,ENST00000685047.1,99.09,100.0,91.74,89.9,100.0,95.1825,4
TCONS_00407292,ENST00000920822.1,99.09,100.0,91.7,89.9,100.0,95.17250000000001,4
TCONS_00407292,ENST00000903191.1,99.09,100.0,91.7,89.9,100.0,95.17250000000001,4
TCONS_00407292,ENST00000890977.1,99.09,100.0,91.6,90.0,100.0,95.1725,4
TCONS_00407292,ENST00000903192.1,99.09,100.0,91.55,90.0,100.0,95.16,4
TCONS_00407292,ENST00000236137.10,99.09,100.0,91.56,89.9,100.0,95.13749999999999,4
TCONS_00407292,ENST00000867486.1,99.09,100.0,91.55,89.9,100.0,95.13499999999999,4
TCONS_00407292,ENST00000890976.1,99.09,100.0,91.55,89.9,100.0,95.13499999999999,4
TCONS_00407292,ENST00000536854.6,99.09,100.0,91.54,89.9,100.0,95.1325,4
TCONS_00407292,ENST00000367804.4,99.09,100.0,91.39,90.0,100.0,95.12,4
TCONS_00407292,ENST00000903188.1,99.09,100.0,91.46,89.9,100.0,95.11250000000001,4
TCONS_00407292,ENST00000903190.1,99.09,100.0,91.46,89.9,100.0,95.11250000000001,4
TCONS_00407292,ENST00000260270.3,99.09,100.0,91.33,90.0,100.0,95.105,4
TCONS_00407292,ENST00000871396.1,99.09,100.0,91.4,89.9,100.0,95.0975,4
TCONS_00407292,ENST00000909562.1,99.09,100.0,91.29,90.0,100.0,95.095,4
TCONS_00407292,ENST00000965253.1,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00407292,ENST00000427199.3,99.09,100.0,91.25,90.0,100.0,95.08500000000001,4
TCONS_00407292,ENST00000968678.1,99.09,100.0,91.22,90.0,100.0,95.0775,4
TCONS_00407292,ENST00000909544.1,99.09,100.0,91.22,90.0,100.0,95.0775,4
TCONS_00407292,ENST00000917617.1,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00407292,ENST00000398014.7,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00407292,ENST00000369816.5,99.09,100.0,91.2,90.0,100.0,95.0725,4
TCONS_00407292,ENST00000856828.1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00407292,ENST00000349736.10,99.09,100.0,91.27,89.9,100.0,95.065,4
TCONS_00407292,ENST00000674289.1,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00407292,ENST00000674173.1,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00407292,ENST00000929967.1,99.09,100.0,91.25,89.9,100.0,95.06,4
TCONS_00407292,ENST00000971023.1,99.09,100.0,91.14,90.0,100.0,95.0575,4
TCONS_00407292,ENST00000941461.1,99.09,100.0,91.22,89.9,100.0,95.05250000000001,4
TCONS_00407292,ENST00000951166.1,99.09,100.0,91.21,89.9,100.0,95.05000000000001,4
TCONS_00407292,ENST00000951165.1,99.09,100.0,91.21,89.9,100.0,95.05000000000001,4
TCONS_00407292,ENST00000233957.7,99.09,100.0,91.21,89.9,100.0,95.05000000000001,4
TCONS_00407292,ENST00000375897.7,99.09,100.0,91.21,89.9,100.0,95.05000000000001,4
TCONS_00407292,ENST00000943285.1,99.09,100.0,91.2,89.9,100.0,95.04750000000001,4
TCONS_00407292,ENST00000883743.1,99.09,100.0,91.2,89.9,100.0,95.04750000000001,4
TCONS_00407292,ENST00000685439.1,99.09,100.0,91.09,90.0,100.0,95.045,4
TCONS_00407292,ENST00000629992.2,99.09,100.0,91.09,90.0,100.0,95.045,4
TCONS_00407292,ENST00000948781.1,99.09,100.0,91.09,90.0,100.0,95.045,4
TCONS_00407292,ENST00000691232.1,99.09,100.0,91.09,90.0,100.0,95.045,4
TCONS_00407292,ENST00000688403.1,99.09,100.0,91.09,90.0,100.0,95.045,4
TCONS_00407292,ENST00000297354.7,99.09,100.0,91.18,89.9,100.0,95.04249999999999,4
TCONS_00407292,ENST00000969012.1,99.09,100.0,91.17,89.9,100.0,95.03999999999999,4
TCONS_00407292,ENST00000926497.1,99.09,100.0,91.17,89.9,100.0,95.03999999999999,4
TCONS_00407292,ENST00000906083.1,99.09,100.0,91.17,89.9,100.0,95.03999999999999,4
TCONS_00407292,ENST00000906080.1,99.09,100.0,91.17,89.9,100.0,95.03999999999999,4
