lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00395970,ENST00000913047.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000959097.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000396973.8,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000852937.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000867902.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000867904.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000905342.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000446149.6,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000928071.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000471119.5,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000951908.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000468137.5,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000412658.5,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000940653.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000306645.10,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000865950.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000931570.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000878305.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000895143.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000905568.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000645709.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000964423.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000954981.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000959996.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000863935.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000854806.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000964431.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000878097.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000875904.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000473717.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000913055.1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000930008.1,99.09,100.0,98.12,92.45,100.0,97.415,4
TCONS_00395970,ENST00000930004.1,99.09,100.0,98.12,92.45,100.0,97.415,4
TCONS_00395970,ENST00000958001.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000913831.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000928242.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000964432.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000881191.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000612846.5,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000910141.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000336092.8,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000441012.7,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000622493.4,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000896735.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000651512.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000896728.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000954182.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000321895.7,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000926104.1,99.09,100.0,98.11,92.45,100.0,97.4125,4
TCONS_00395970,ENST00000366698.7,99.09,100.0,98.11,92.45,100.0,97.4125,4
