lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00395970,ENST00000913047.1,ENSG00000090661,CERS4,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000959097.1,ENSG00000204427,ABHD16A,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000396973.8,ENSG00000100889,PCK2,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000852937.1,ENSG00000142082,SIRT3,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000867902.1,ENSG00000099377,HSD3B7,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000867904.1,ENSG00000099377,HSD3B7,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000905342.1,ENSG00000165188,RNF183,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000446149.6,ENSG00000183317,EPHA10,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000928071.1,ENSG00000185379,RAD51D,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000471119.5,ENSG00000142920,AZIN2,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000951908.1,ENSG00000142920,AZIN2,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000468137.5,ENSG00000114626,ABTB1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000412658.5,ENSG00000100031,GGT1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000940653.1,ENSG00000138629,UBL7,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000306645.10,ENSG00000178927,CYBC1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000865950.1,ENSG00000011105,TSPAN9,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000931570.1,ENSG00000205643,CDPF1,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000878305.1,ENSG00000110921,MVK,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000895143.1,ENSG00000069998,HDHD5,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000905568.1,ENSG00000100889,PCK2,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000645709.1,NA,NA,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000964423.1,ENSG00000090661,CERS4,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000954981.1,ENSG00000113108,APBB3,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000959996.1,ENSG00000074416,MGLL,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000863935.1,ENSG00000132677,RHBG,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000854806.1,ENSG00000106565,TMEM176B,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000964431.1,ENSG00000090661,CERS4,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000878097.1,ENSG00000174080,CTSF,99.09,100.0,98.13,92.45,100.0,97.4175,4
TCONS_00395970,ENST00000875904.1,ENSG00000204427,ABHD16A,99.09,100.0,98.13,92.45,100.0,97.4175,4
