lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00137682,ENST00000331173.6,ENSG00000177613,CSTF2T,99.09,100.0,95.66,89.9,100.0,96.1625,4
TCONS_00137682,ENST00000964520.1,ENSG00000136636,KCTD3,99.3,100.0,91.34,91.28,100.0,95.47999999999999,4
TCONS_00137682,ENST00000259154.9,ENSG00000136636,KCTD3,99.3,100.0,91.34,91.28,100.0,95.47999999999999,4
TCONS_00137682,ENST00000964521.1,ENSG00000136636,KCTD3,99.3,100.0,91.18,91.28,100.0,95.44,4
TCONS_00137682,ENST00000282570.4,ENSG00000087338,GMCL1,99.3,100.0,91.1,91.28,100.0,95.41999999999999,4
TCONS_00137682,ENST00000690216.1,ENSG00000102081,FMR1,99.3,100.0,91.07,91.28,100.0,95.4125,4
TCONS_00137682,ENST00000686086.1,ENSG00000102081,FMR1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00137682,ENST00000952698.1,ENSG00000177189,RPS6KA3,99.3,100.0,90.85,91.28,100.0,95.35749999999999,4
TCONS_00137682,ENST00000914816.1,ENSG00000122376,SHLD2,99.09,100.0,91.05,91.28,100.0,95.35499999999999,4
TCONS_00137682,ENST00000952699.1,ENSG00000177189,RPS6KA3,99.3,100.0,90.81,91.28,100.0,95.3475,4
TCONS_00137682,ENST00000857254.1,ENSG00000015171,ZMYND11,99.3,100.0,90.8,91.28,100.0,95.345,4
TCONS_00137682,ENST00000544547.6,ENSG00000169756,LIMS1,99.3,100.0,90.66,91.28,100.0,95.31,4
TCONS_00137682,ENST00000370790.5,ENSG00000156504,PABIR2,99.09,100.0,92.22,89.9,100.0,95.30250000000001,4
TCONS_00137682,ENST00000972242.1,ENSG00000015171,ZMYND11,99.09,100.0,90.76,91.28,100.0,95.2825,4
TCONS_00137682,ENST00000905630.1,ENSG00000136636,KCTD3,99.3,100.0,90.54,91.28,100.0,95.28,4
TCONS_00137682,ENST00000903191.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.13,89.9,100.0,95.28,4
TCONS_00137682,ENST00000919549.1,ENSG00000136636,KCTD3,99.09,100.0,90.66,91.28,100.0,95.2575,4
TCONS_00137682,ENST00000690137.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00137682,ENST00000692108.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00137682,ENST00000691111.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00137682,ENST00000691214.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00137682,ENST00000687593.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00137682,ENST00000857075.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00137682,ENST00000893395.1,ENSG00000153879,CEBPG,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00137682,ENST00000429642.2,ENSG00000067064,IDI1,99.3,100.0,90.4,91.28,100.0,95.245,4
TCONS_00137682,ENST00000857259.1,ENSG00000015171,ZMYND11,99.3,100.0,90.39,91.28,100.0,95.2425,4
TCONS_00137682,ENST00000968019.1,ENSG00000113300,CNOT6,99.3,100.0,90.37,91.28,100.0,95.23750000000001,4
TCONS_00137682,ENST00000930976.1,ENSG00000112081,SRSF3,99.3,100.0,90.36,91.28,100.0,95.23500000000001,4
TCONS_00137682,ENST00000928784.1,ENSG00000168092,PAFAH1B2,99.09,100.0,91.91,89.9,100.0,95.225,4
TCONS_00137682,ENST00000943059.1,ENSG00000102081,FMR1,99.3,100.0,90.32,91.28,100.0,95.225,4
TCONS_00137682,ENST00000689517.1,ENSG00000102081,FMR1,99.3,100.0,90.32,91.28,100.0,95.225,4
TCONS_00137682,ENST00000939438.1,ENSG00000169756,LIMS1,99.09,100.0,90.52,91.28,100.0,95.2225,4
TCONS_00137682,ENST00000858927.1,ENSG00000198945,L3MBTL3,99.3,100.0,90.23,91.28,100.0,95.20250000000001,4
TCONS_00137682,ENST00000905629.1,ENSG00000136636,KCTD3,99.3,100.0,90.21,91.28,100.0,95.19749999999999,4
TCONS_00137682,ENST00000896545.1,ENSG00000156504,PABIR2,99.09,100.0,91.79,89.9,100.0,95.195,4
TCONS_00137682,ENST00000964522.1,ENSG00000136636,KCTD3,99.3,100.0,90.16,91.28,100.0,95.185,4
TCONS_00137682,ENST00000881753.1,ENSG00000147180,ZNF711,99.3,100.0,90.16,91.28,100.0,95.185,4
TCONS_00137682,ENST00000370471.7,ENSG00000102081,FMR1,99.3,100.0,90.1,91.28,100.0,95.16999999999999,4
TCONS_00137682,ENST00000943061.1,ENSG00000102081,FMR1,99.3,100.0,90.09,91.28,100.0,95.16749999999999,4
TCONS_00137682,ENST00000685491.1,ENSG00000102081,FMR1,99.3,100.0,90.09,91.28,100.0,95.16749999999999,4
TCONS_00137682,ENST00000857074.1,ENSG00000102081,FMR1,99.3,100.0,90.09,91.28,100.0,95.16749999999999,4
TCONS_00137682,ENST00000936977.1,ENSG00000184575,XPOT,99.3,100.0,90.06,91.28,100.0,95.16,4
TCONS_00137682,ENST00000905626.1,ENSG00000136636,KCTD3,99.3,100.0,90.05,91.28,100.0,95.1575,4
TCONS_00137682,ENST00000646596.1,ENSG00000117479,SLC19A2,99.09,100.0,91.63,89.9,100.0,95.155,4
TCONS_00137682,ENST00000954860.1,ENSG00000117479,SLC19A2,99.09,100.0,91.62,89.9,100.0,95.1525,4
TCONS_00137682,ENST00000236137.10,ENSG00000117479,SLC19A2,99.09,100.0,91.6,89.9,100.0,95.14750000000001,4
TCONS_00137682,ENST00000922450.1,ENSG00000138071,ACTR2,99.3,100.0,90.01,91.28,100.0,95.14750000000001,4
TCONS_00137682,ENST00000874561.1,ENSG00000135932,CAB39,99.3,100.0,89.99,91.28,100.0,95.14250000000001,4
TCONS_00137682,ENST00000943060.1,ENSG00000102081,FMR1,99.3,100.0,89.99,91.28,100.0,95.14250000000001,4
TCONS_00137682,ENST00000943972.1,ENSG00000122376,SHLD2,99.09,100.0,91.53,89.93,100.0,95.1375,4
