gene	kegg_gene_id	pathway_id	pathway_name
CAB39	hsa:81617	hsa04150	mTOR signaling pathway - Homo sapiens (human)
CAB39	hsa:81617	hsa04152	AMPK signaling pathway - Homo sapiens (human)
CEBPG	hsa:1054	hsa05152	Tuberculosis - Homo sapiens (human)
CNOT6	hsa:57472	hsa03018	RNA degradation - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
IDI1	hsa:3422	hsa00900	Terpenoid backbone biosynthesis - Homo sapiens (human)
IDI1	hsa:3422	hsa01100	Metabolic pathways - Homo sapiens (human)
L3MBTL3	hsa:84456	hsa03083	Polycomb repressive complex - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04114	Oocyte meiosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04150	mTOR signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04714	Thermogenesis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04720	Long-term potentiation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04931	Insulin resistance - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05135	Yersinia infection - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)
SLC19A2	hsa:10560	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)
SRSF3	hsa:6428	hsa03040	Spliceosome - Homo sapiens (human)
SRSF3	hsa:6428	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
SRSF3	hsa:6428	hsa05168	Herpes simplex virus 1 infection - Homo sapiens (human)
XPOT	hsa:11260	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
