lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00125288,ENST00000331173.6,ENSG00000177613,CSTF2T,99.3,100.0,92.37,91.28,100.0,95.73750000000001,4
TCONS_00125288,ENST00000611712.4,ENSG00000174405,LIG4,100.0,100.0,91.6,91.28,100.0,95.72,4
TCONS_00125288,ENST00000964520.1,ENSG00000136636,KCTD3,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00125288,ENST00000956969.1,ENSG00000126804,ZBTB1,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00125288,ENST00000964521.1,ENSG00000136636,KCTD3,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00125288,ENST00000259154.9,ENSG00000136636,KCTD3,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00125288,ENST00000942569.1,ENSG00000123124,WWP1,99.3,100.0,92.02,91.28,100.0,95.65,4
TCONS_00125288,ENST00000882783.1,ENSG00000123124,WWP1,99.3,100.0,92.02,91.28,100.0,95.65,4
TCONS_00125288,ENST00000682497.1,ENSG00000135317,SNX14,99.3,100.0,92.02,91.28,100.0,95.65,4
TCONS_00125288,ENST00000955378.1,ENSG00000123983,ACSL3,99.3,100.0,91.94,91.28,100.0,95.63,4
TCONS_00125288,ENST00000903382.1,ENSG00000123983,ACSL3,99.3,100.0,91.77,91.28,100.0,95.5875,4
TCONS_00125288,ENST00000282570.4,ENSG00000087338,GMCL1,99.3,100.0,91.68,91.28,100.0,95.565,4
TCONS_00125288,ENST00000905626.1,ENSG00000136636,KCTD3,99.3,100.0,91.64,91.28,100.0,95.555,4
TCONS_00125288,ENST00000260641.10,ENSG00000138071,ACTR2,99.3,100.0,91.64,91.28,100.0,95.555,4
TCONS_00125288,ENST00000379607.10,ENSG00000173674,EIF1AX,99.3,100.0,91.56,91.28,100.0,95.535,4
TCONS_00125288,ENST00000922450.1,ENSG00000138071,ACTR2,99.3,100.0,91.52,91.28,100.0,95.525,4
TCONS_00125288,ENST00000927838.1,ENSG00000105926,PALS2,99.3,100.0,91.46,91.28,100.0,95.50999999999999,4
TCONS_00125288,ENST00000684150.1,ENSG00000135317,SNX14,99.3,100.0,91.45,91.28,100.0,95.5075,4
TCONS_00125288,ENST00000689762.1,ENSG00000174405,LIG4,99.3,100.0,91.45,91.28,100.0,95.5075,4
TCONS_00125288,ENST00000682171.1,ENSG00000135317,SNX14,99.3,100.0,91.45,91.28,100.0,95.5075,4
TCONS_00125288,ENST00000913936.1,ENSG00000093000,NUP50,99.3,100.0,91.39,91.28,100.0,95.4925,4
TCONS_00125288,ENST00000955377.1,ENSG00000123983,ACSL3,99.3,100.0,91.37,91.28,100.0,95.48750000000001,4
TCONS_00125288,ENST00000684570.1,ENSG00000135317,SNX14,99.3,100.0,91.35,91.28,100.0,95.48249999999999,4
