lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00125288,ENST00000331173.6,99.3,100.0,92.37,91.28,100.0,95.73750000000001,4
TCONS_00125288,ENST00000611712.4,100.0,100.0,91.6,91.28,100.0,95.72,4
TCONS_00125288,ENST00000964520.1,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00125288,ENST00000956969.1,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00125288,ENST00000964521.1,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00125288,ENST00000259154.9,99.3,100.0,92.06,91.28,100.0,95.66,4
TCONS_00125288,ENST00000942569.1,99.3,100.0,92.02,91.28,100.0,95.65,4
TCONS_00125288,ENST00000882783.1,99.3,100.0,92.02,91.28,100.0,95.65,4
TCONS_00125288,ENST00000682497.1,99.3,100.0,92.02,91.28,100.0,95.65,4
TCONS_00125288,ENST00000955378.1,99.3,100.0,91.94,91.28,100.0,95.63,4
TCONS_00125288,ENST00000903382.1,99.3,100.0,91.77,91.28,100.0,95.5875,4
TCONS_00125288,ENST00000282570.4,99.3,100.0,91.68,91.28,100.0,95.565,4
TCONS_00125288,ENST00000905626.1,99.3,100.0,91.64,91.28,100.0,95.555,4
TCONS_00125288,ENST00000260641.10,99.3,100.0,91.64,91.28,100.0,95.555,4
TCONS_00125288,ENST00000379607.10,99.3,100.0,91.56,91.28,100.0,95.535,4
TCONS_00125288,ENST00000922450.1,99.3,100.0,91.52,91.28,100.0,95.525,4
TCONS_00125288,ENST00000927838.1,99.3,100.0,91.46,91.28,100.0,95.50999999999999,4
TCONS_00125288,ENST00000684150.1,99.3,100.0,91.45,91.28,100.0,95.5075,4
TCONS_00125288,ENST00000689762.1,99.3,100.0,91.45,91.28,100.0,95.5075,4
TCONS_00125288,ENST00000682171.1,99.3,100.0,91.45,91.28,100.0,95.5075,4
TCONS_00125288,ENST00000913936.1,99.3,100.0,91.39,91.28,100.0,95.4925,4
TCONS_00125288,ENST00000955377.1,99.3,100.0,91.37,91.28,100.0,95.48750000000001,4
TCONS_00125288,ENST00000684570.1,99.3,100.0,91.35,91.28,100.0,95.48249999999999,4
TCONS_00125288,ENST00000905630.1,99.3,100.0,91.34,91.28,100.0,95.47999999999999,4
TCONS_00125288,ENST00000399034.7,99.3,100.0,91.34,91.28,100.0,95.47999999999999,4
TCONS_00125288,ENST00000282344.11,99.3,100.0,91.31,91.28,100.0,95.4725,4
TCONS_00125288,ENST00000945185.1,99.3,100.0,91.26,91.28,100.0,95.46000000000001,4
TCONS_00125288,ENST00000393310.5,99.3,100.0,91.24,91.28,100.0,95.45500000000001,4
TCONS_00125288,ENST00000933595.1,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00125288,ENST00000933596.1,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00125288,ENST00000945205.1,99.3,100.0,91.21,91.28,100.0,95.44749999999999,4
TCONS_00125288,ENST00000440235.6,99.3,100.0,91.2,91.28,100.0,95.445,4
TCONS_00125288,ENST00000943058.1,99.3,100.0,91.2,91.28,100.0,95.445,4
TCONS_00125288,ENST00000915226.1,99.3,100.0,91.18,91.28,100.0,95.44,4
TCONS_00125288,ENST00000857266.1,99.3,100.0,91.13,91.28,100.0,95.42750000000001,4
TCONS_00125288,ENST00000912351.1,99.3,100.0,91.11,91.28,100.0,95.42250000000001,4
TCONS_00125288,ENST00000857257.1,99.3,100.0,91.11,91.28,100.0,95.42250000000001,4
TCONS_00125288,ENST00000972242.1,99.3,100.0,91.11,91.28,100.0,95.42250000000001,4
TCONS_00125288,ENST00000901806.1,99.3,100.0,91.11,91.28,100.0,95.42250000000001,4
TCONS_00125288,ENST00000421351.4,99.09,100.0,92.69,89.9,100.0,95.41999999999999,4
TCONS_00125288,ENST00000880428.1,99.3,100.0,91.08,91.28,100.0,95.41499999999999,4
TCONS_00125288,ENST00000945331.1,99.3,100.0,91.07,91.28,100.0,95.4125,4
TCONS_00125288,ENST00000880430.1,99.3,100.0,91.05,91.28,100.0,95.4075,4
TCONS_00125288,ENST00000952699.1,99.3,100.0,91.04,91.28,100.0,95.405,4
TCONS_00125288,ENST00000952698.1,99.3,100.0,91.04,91.28,100.0,95.405,4
TCONS_00125288,ENST00000945206.1,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00125288,ENST00000272163.9,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00125288,ENST00000933597.1,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00125288,ENST00000690137.1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00125288,ENST00000857256.1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
