lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00331002,ENST00000331173.6,99.09,100.0,95.61,89.9,100.0,96.15,4
TCONS_00331002,ENST00000896544.1,99.09,100.0,93.16,89.9,100.0,95.5375,4
TCONS_00331002,ENST00000896543.1,99.09,100.0,93.16,89.9,100.0,95.5375,4
TCONS_00331002,ENST00000343004.10,99.09,100.0,93.16,89.9,100.0,95.5375,4
TCONS_00331002,ENST00000896545.1,99.09,100.0,93.16,89.9,100.0,95.5375,4
TCONS_00331002,ENST00000928787.1,99.09,100.0,92.64,89.9,100.0,95.4075,4
TCONS_00331002,ENST00000903191.1,99.09,100.0,92.64,89.9,100.0,95.4075,4
TCONS_00331002,ENST00000492996.6,99.09,100.0,92.22,90.0,100.0,95.3275,4
TCONS_00331002,ENST00000398014.7,99.09,100.0,92.26,89.9,100.0,95.3125,4
TCONS_00331002,ENST00000954860.1,99.09,100.0,92.14,90.0,100.0,95.3075,4
TCONS_00331002,ENST00000370790.5,99.09,100.0,92.17,89.9,100.0,95.28999999999999,4
TCONS_00331002,ENST00000943059.1,99.3,100.0,90.57,91.28,100.0,95.2875,4
TCONS_00331002,ENST00000236137.10,99.09,100.0,92.14,89.9,100.0,95.2825,4
TCONS_00331002,ENST00000394804.6,99.09,100.0,92.13,89.9,100.0,95.28,4
TCONS_00331002,ENST00000928788.1,99.09,100.0,92.13,89.9,100.0,95.28,4
TCONS_00331002,ENST00000928789.1,99.09,100.0,92.11,89.9,100.0,95.275,4
TCONS_00331002,ENST00000893395.1,99.3,100.0,90.45,91.28,100.0,95.2575,4
TCONS_00331002,ENST00000857075.1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00331002,ENST00000690137.1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00331002,ENST00000628110.2,99.09,100.0,91.99,89.9,100.0,95.245,4
TCONS_00331002,ENST00000686086.1,99.3,100.0,90.4,91.28,100.0,95.245,4
TCONS_00331002,ENST00000538576.5,99.09,100.0,91.99,89.9,100.0,95.245,4
TCONS_00331002,ENST00000691214.1,99.3,100.0,90.37,91.28,100.0,95.23750000000001,4
TCONS_00331002,ENST00000692108.1,99.3,100.0,90.37,91.28,100.0,95.23750000000001,4
TCONS_00331002,ENST00000343028.9,99.09,100.0,91.92,89.9,100.0,95.22749999999999,4
TCONS_00331002,ENST00000689517.1,99.3,100.0,90.32,91.28,100.0,95.225,4
TCONS_00331002,ENST00000890975.1,99.09,100.0,91.76,90.0,100.0,95.2125,4
TCONS_00331002,ENST00000880223.1,99.09,100.0,91.73,90.0,100.0,95.205,4
TCONS_00331002,ENST00000943284.1,99.09,100.0,91.77,89.9,100.0,95.19,4
TCONS_00331002,ENST00000396654.7,99.09,100.0,91.76,89.9,100.0,95.1875,4
TCONS_00331002,ENST00000527958.6,99.09,100.0,91.76,89.9,100.0,95.1875,4
TCONS_00331002,ENST00000928783.1,99.09,100.0,91.76,89.9,100.0,95.1875,4
TCONS_00331002,ENST00000674173.1,99.09,100.0,91.76,89.9,100.0,95.1875,4
TCONS_00331002,ENST00000674289.1,99.09,100.0,91.76,89.9,100.0,95.1875,4
TCONS_00331002,ENST00000436547.7,99.09,100.0,91.74,89.9,100.0,95.1825,4
TCONS_00331002,ENST00000907584.1,99.09,100.0,91.71,89.9,100.0,95.17500000000001,4
TCONS_00331002,ENST00000920825.1,99.09,100.0,91.7,89.9,100.0,95.17250000000001,4
TCONS_00331002,ENST00000920823.1,99.09,100.0,91.7,89.9,100.0,95.17250000000001,4
TCONS_00331002,ENST00000962257.1,99.09,100.0,91.6,90.0,100.0,95.1725,4
TCONS_00331002,ENST00000502271.5,99.09,100.0,91.6,90.0,100.0,95.1725,4
TCONS_00331002,ENST00000880225.1,99.09,100.0,91.6,90.0,100.0,95.1725,4
TCONS_00331002,ENST00000880224.1,99.09,100.0,91.6,90.0,100.0,95.1725,4
TCONS_00331002,ENST00000326446.10,99.09,100.0,91.58,90.0,100.0,95.1675,4
TCONS_00331002,ENST00000685491.1,99.3,100.0,90.09,91.28,100.0,95.16749999999999,4
TCONS_00331002,ENST00000857074.1,99.3,100.0,90.09,91.28,100.0,95.16749999999999,4
TCONS_00331002,ENST00000515506.6,99.09,100.0,91.68,89.9,100.0,95.16749999999999,4
TCONS_00331002,ENST00000931430.1,99.09,100.0,91.64,89.9,100.0,95.1575,4
TCONS_00331002,ENST00000360003.7,99.09,100.0,91.64,89.9,100.0,95.1575,4
TCONS_00331002,ENST00000369077.4,99.09,100.0,91.64,89.9,100.0,95.1575,4
TCONS_00331002,ENST00000943061.1,99.3,100.0,90.05,91.28,100.0,95.1575,4
