lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00065280,ENST00000331173.6,99.09,100.0,95.16,89.9,100.0,96.0375,4
TCONS_00065280,ENST00000903191.1,99.09,100.0,93.05,89.9,100.0,95.50999999999999,4
TCONS_00065280,ENST00000928788.1,99.09,100.0,92.21,89.9,100.0,95.30000000000001,4
TCONS_00065280,ENST00000527958.6,99.09,100.0,92.21,89.9,100.0,95.30000000000001,4
TCONS_00065280,ENST00000928783.1,99.09,100.0,92.21,89.9,100.0,95.30000000000001,4
TCONS_00065280,ENST00000928784.1,99.09,100.0,92.21,89.9,100.0,95.30000000000001,4
TCONS_00065280,ENST00000896545.1,99.09,100.0,92.16,89.9,100.0,95.2875,4
TCONS_00065280,ENST00000492996.6,99.09,100.0,91.93,90.0,100.0,95.255,4
TCONS_00065280,ENST00000856828.1,99.09,100.0,91.87,90.0,100.0,95.24000000000001,4
TCONS_00065280,ENST00000951537.1,99.09,100.0,91.86,90.0,100.0,95.2375,4
TCONS_00065280,ENST00000921002.1,99.09,100.0,91.85,90.0,100.0,95.235,4
TCONS_00065280,ENST00000954860.1,99.09,100.0,91.84,90.0,100.0,95.2325,4
TCONS_00065280,ENST00000881710.1,99.09,100.0,91.89,89.9,100.0,95.22,4
TCONS_00065280,ENST00000883749.1,99.09,100.0,91.76,90.0,100.0,95.2125,4
TCONS_00065280,ENST00000436547.7,99.09,100.0,91.86,89.9,100.0,95.2125,4
TCONS_00065280,ENST00000272091.8,99.09,100.0,91.84,89.9,100.0,95.20750000000001,4
TCONS_00065280,ENST00000854653.1,99.09,100.0,91.78,89.9,100.0,95.1925,4
TCONS_00065280,ENST00000969657.1,99.09,100.0,91.77,89.9,100.0,95.19,4
TCONS_00065280,ENST00000349736.10,99.09,100.0,91.77,89.9,100.0,95.19,4
TCONS_00065280,ENST00000917617.1,99.09,100.0,91.76,89.9,100.0,95.1875,4
TCONS_00065280,ENST00000685047.1,99.09,100.0,91.75,89.9,100.0,95.185,4
TCONS_00065280,ENST00000528080.6,99.09,100.0,91.74,89.9,100.0,95.1825,4
TCONS_00065280,ENST00000646596.1,99.09,100.0,91.64,90.0,100.0,95.1825,4
TCONS_00065280,ENST00000920822.1,99.09,100.0,91.72,89.9,100.0,95.17750000000001,4
TCONS_00065280,ENST00000236137.10,99.09,100.0,91.71,89.9,100.0,95.17500000000001,4
TCONS_00065280,ENST00000880224.1,99.09,100.0,91.61,90.0,100.0,95.175,4
TCONS_00065280,ENST00000502271.5,99.09,100.0,91.61,90.0,100.0,95.175,4
TCONS_00065280,ENST00000504924.6,99.09,100.0,91.61,90.0,100.0,95.175,4
TCONS_00065280,ENST00000338056.7,99.09,100.0,91.69,89.9,100.0,95.16999999999999,4
TCONS_00065280,ENST00000878331.1,99.09,100.0,91.69,89.9,100.0,95.16999999999999,4
TCONS_00065280,ENST00000394654.4,99.09,100.0,91.69,89.9,100.0,95.16999999999999,4
TCONS_00065280,ENST00000939438.1,99.09,100.0,91.66,89.9,100.0,95.1625,4
TCONS_00065280,ENST00000954080.1,99.09,100.0,91.63,89.9,100.0,95.155,4
TCONS_00065280,ENST00000867486.1,99.09,100.0,91.55,89.9,100.0,95.13499999999999,4
TCONS_00065280,ENST00000920823.1,99.09,100.0,91.54,89.9,100.0,95.1325,4
TCONS_00065280,ENST00000909453.1,99.09,100.0,91.53,89.9,100.0,95.13,4
TCONS_00065280,ENST00000591844.5,99.09,100.0,91.42,90.0,100.0,95.1275,4
TCONS_00065280,ENST00000963730.1,99.09,100.0,91.41,90.0,100.0,95.125,4
TCONS_00065280,ENST00000957443.1,99.09,100.0,91.51,89.9,100.0,95.125,4
TCONS_00065280,ENST00000333991.5,99.09,100.0,91.51,89.9,100.0,95.125,4
TCONS_00065280,ENST00000887187.1,99.09,100.0,91.51,89.9,100.0,95.125,4
TCONS_00065280,ENST00000534961.5,99.09,100.0,91.5,89.9,100.0,95.1225,4
TCONS_00065280,ENST00000863351.1,99.09,100.0,91.4,90.0,100.0,95.1225,4
TCONS_00065280,ENST00000890977.1,99.09,100.0,91.38,90.0,100.0,95.1175,4
TCONS_00065280,ENST00000956603.1,99.09,100.0,91.48,89.9,100.0,95.1175,4
TCONS_00065280,ENST00000945331.1,99.09,100.0,91.47,89.9,100.0,95.11500000000001,4
TCONS_00065280,ENST00000538576.5,99.09,100.0,91.46,89.9,100.0,95.11250000000001,4
TCONS_00065280,ENST00000628110.2,99.09,100.0,91.46,89.9,100.0,95.11250000000001,4
TCONS_00065280,ENST00000909562.1,99.09,100.0,91.35,90.0,100.0,95.11,4
TCONS_00065280,ENST00000855493.1,99.09,100.0,91.44,89.9,100.0,95.10749999999999,4
