lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00065280,ENST00000331173.6,ENSG00000177613,CSTF2T,99.09,100.0,95.16,89.9,100.0,96.0375,4
TCONS_00065280,ENST00000903191.1,ENSG00000168092,PAFAH1B2,99.09,100.0,93.05,89.9,100.0,95.50999999999999,4
TCONS_00065280,ENST00000928788.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.21,89.9,100.0,95.30000000000001,4
TCONS_00065280,ENST00000527958.6,ENSG00000168092,PAFAH1B2,99.09,100.0,92.21,89.9,100.0,95.30000000000001,4
TCONS_00065280,ENST00000928783.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.21,89.9,100.0,95.30000000000001,4
TCONS_00065280,ENST00000928784.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.21,89.9,100.0,95.30000000000001,4
TCONS_00065280,ENST00000896545.1,ENSG00000156504,PABIR2,99.09,100.0,92.16,89.9,100.0,95.2875,4
TCONS_00065280,ENST00000492996.6,ENSG00000148634,HERC4,99.09,100.0,91.93,90.0,100.0,95.255,4
TCONS_00065280,ENST00000856828.1,ENSG00000080822,CLDND1,99.09,100.0,91.87,90.0,100.0,95.24000000000001,4
TCONS_00065280,ENST00000951537.1,ENSG00000169714,CNBP,99.09,100.0,91.86,90.0,100.0,95.2375,4
TCONS_00065280,ENST00000921002.1,ENSG00000143751,SDE2,99.09,100.0,91.85,90.0,100.0,95.235,4
TCONS_00065280,ENST00000954860.1,ENSG00000117479,SLC19A2,99.09,100.0,91.84,90.0,100.0,95.2325,4
TCONS_00065280,ENST00000881710.1,ENSG00000165449,SLC16A9,99.09,100.0,91.89,89.9,100.0,95.22,4
TCONS_00065280,ENST00000883749.1,ENSG00000109133,TMEM33,99.09,100.0,91.76,90.0,100.0,95.2125,4
TCONS_00065280,ENST00000436547.7,ENSG00000151923,TIAL1,99.09,100.0,91.86,89.9,100.0,95.2125,4
TCONS_00065280,ENST00000272091.8,ENSG00000143751,SDE2,99.09,100.0,91.84,89.9,100.0,95.20750000000001,4
TCONS_00065280,ENST00000854653.1,ENSG00000104154,SLC30A4,99.09,100.0,91.78,89.9,100.0,95.1925,4
TCONS_00065280,ENST00000969657.1,ENSG00000163393,SLC22A15,99.09,100.0,91.77,89.9,100.0,95.19,4
TCONS_00065280,ENST00000349736.10,ENSG00000101266,CSNK2A1,99.09,100.0,91.77,89.9,100.0,95.19,4
TCONS_00065280,ENST00000917617.1,ENSG00000174606,ANGEL2,99.09,100.0,91.76,89.9,100.0,95.1875,4
TCONS_00065280,ENST00000685047.1,ENSG00000156531,PHF6,99.09,100.0,91.75,89.9,100.0,95.185,4
TCONS_00065280,ENST00000528080.6,ENSG00000166471,TMEM41B,99.09,100.0,91.74,89.9,100.0,95.1825,4
TCONS_00065280,ENST00000646596.1,ENSG00000117479,SLC19A2,99.09,100.0,91.64,90.0,100.0,95.1825,4
TCONS_00065280,ENST00000920822.1,ENSG00000162885,B3GALNT2,99.09,100.0,91.72,89.9,100.0,95.17750000000001,4
TCONS_00065280,ENST00000236137.10,ENSG00000117479,SLC19A2,99.09,100.0,91.71,89.9,100.0,95.17500000000001,4
TCONS_00065280,ENST00000880224.1,ENSG00000113946,CLDN16,99.09,100.0,91.61,90.0,100.0,95.175,4
TCONS_00065280,ENST00000502271.5,ENSG00000185305,ARL15,99.09,100.0,91.61,90.0,100.0,95.175,4
TCONS_00065280,ENST00000504924.6,ENSG00000185305,ARL15,99.09,100.0,91.61,90.0,100.0,95.175,4
TCONS_00065280,ENST00000338056.7,ENSG00000105784,RUNDC3B,99.09,100.0,91.69,89.9,100.0,95.16999999999999,4
