gene	kegg_gene_id	pathway_id	pathway_name
ACSL3	hsa:2181	hsa00061	Fatty acid biosynthesis - Homo sapiens (human)
ACSL3	hsa:2181	hsa00071	Fatty acid degradation - Homo sapiens (human)
ACSL3	hsa:2181	hsa01100	Metabolic pathways - Homo sapiens (human)
ACSL3	hsa:2181	hsa01212	Fatty acid metabolism - Homo sapiens (human)
ACSL3	hsa:2181	hsa03320	PPAR signaling pathway - Homo sapiens (human)
ACSL3	hsa:2181	hsa04146	Peroxisome - Homo sapiens (human)
ACSL3	hsa:2181	hsa04216	Ferroptosis - Homo sapiens (human)
ACSL3	hsa:2181	hsa04714	Thermogenesis - Homo sapiens (human)
ACSL3	hsa:2181	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
LBR	hsa:3930	hsa00100	Steroid biosynthesis - Homo sapiens (human)
LBR	hsa:3930	hsa01100	Metabolic pathways - Homo sapiens (human)
LBR	hsa:3930	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04114	Oocyte meiosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04150	mTOR signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04714	Thermogenesis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04720	Long-term potentiation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04931	Insulin resistance - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05135	Yersinia infection - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)
STT3B	hsa:201595	hsa00510	N-Glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa00513	Various types of N-glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa01100	Metabolic pathways - Homo sapiens (human)
STT3B	hsa:201595	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
