lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00248077,ENST00000964520.1,ENSG00000136636,KCTD3,99.3,100.0,91.46,91.28,100.0,95.50999999999999,4
TCONS_00248077,ENST00000952698.1,ENSG00000177189,RPS6KA3,99.3,100.0,91.46,91.28,100.0,95.50999999999999,4
TCONS_00248077,ENST00000964521.1,ENSG00000136636,KCTD3,99.3,100.0,91.45,91.28,100.0,95.5075,4
TCONS_00248077,ENST00000259154.9,ENSG00000136636,KCTD3,99.3,100.0,91.42,91.28,100.0,95.5,4
TCONS_00248077,ENST00000857257.1,ENSG00000015171,ZMYND11,99.3,100.0,91.33,91.28,100.0,95.47749999999999,4
TCONS_00248077,ENST00000952699.1,ENSG00000177189,RPS6KA3,99.3,100.0,91.0,91.28,100.0,95.39500000000001,4
TCONS_00248077,ENST00000857256.1,ENSG00000015171,ZMYND11,99.3,100.0,90.89,91.28,100.0,95.3675,4
TCONS_00248077,ENST00000857261.1,ENSG00000015171,ZMYND11,99.3,100.0,90.77,91.28,100.0,95.3375,4
TCONS_00248077,ENST00000893043.1,ENSG00000100614,PPM1A,99.3,100.0,90.71,91.28,100.0,95.32249999999999,4
TCONS_00248077,ENST00000943972.1,ENSG00000122376,SHLD2,99.3,100.0,90.65,91.28,100.0,95.3075,4
TCONS_00248077,ENST00000914814.1,ENSG00000122376,SHLD2,99.3,100.0,90.65,91.28,100.0,95.3075,4
TCONS_00248077,ENST00000914815.1,ENSG00000122376,SHLD2,99.3,100.0,90.65,91.28,100.0,95.3075,4
TCONS_00248077,ENST00000914816.1,ENSG00000122376,SHLD2,99.3,100.0,90.62,91.28,100.0,95.30000000000001,4
TCONS_00248077,ENST00000437302.6,ENSG00000150093,ITGB1,99.3,100.0,90.43,91.28,100.0,95.2525,4
TCONS_00248077,ENST00000885794.1,ENSG00000143815,LBR,99.09,100.0,90.64,91.28,100.0,95.2525,4
TCONS_00248077,ENST00000893395.1,ENSG00000153879,CEBPG,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00248077,ENST00000857262.1,ENSG00000015171,ZMYND11,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00248077,ENST00000370471.7,ENSG00000102081,FMR1,99.3,100.0,90.4,91.28,100.0,95.245,4
TCONS_00248077,ENST00000930976.1,ENSG00000112081,SRSF3,99.3,100.0,90.4,91.28,100.0,95.245,4
TCONS_00248077,ENST00000429642.2,ENSG00000067064,IDI1,99.3,100.0,90.4,91.28,100.0,95.245,4
TCONS_00248077,ENST00000972242.1,ENSG00000015171,ZMYND11,99.3,100.0,90.39,91.28,100.0,95.2425,4
TCONS_00248077,ENST00000544547.6,ENSG00000169756,LIMS1,99.3,100.0,90.38,91.28,100.0,95.24000000000001,4
TCONS_00248077,ENST00000905629.1,ENSG00000136636,KCTD3,99.3,100.0,90.3,91.28,100.0,95.22,4
TCONS_00248077,ENST00000858927.1,ENSG00000198945,L3MBTL3,99.3,100.0,90.25,91.28,100.0,95.20750000000001,4
TCONS_00248077,ENST00000905630.1,ENSG00000136636,KCTD3,99.3,100.0,90.23,91.28,100.0,95.20250000000001,4
TCONS_00248077,ENST00000857254.1,ENSG00000015171,ZMYND11,99.3,100.0,90.21,91.28,100.0,95.19749999999999,4
TCONS_00248077,ENST00000887828.1,ENSG00000047932,GOPC,99.3,100.0,90.21,91.28,100.0,95.19749999999999,4
TCONS_00248077,ENST00000964522.1,ENSG00000136636,KCTD3,99.3,100.0,90.2,91.28,100.0,95.195,4
TCONS_00248077,ENST00000282570.4,ENSG00000087338,GMCL1,99.3,100.0,90.16,91.28,100.0,95.185,4
TCONS_00248077,ENST00000936976.1,ENSG00000184575,XPOT,99.3,100.0,90.14,91.28,100.0,95.18,4
TCONS_00248077,ENST00000971590.1,ENSG00000184575,XPOT,99.3,100.0,90.14,91.28,100.0,95.18,4
TCONS_00248077,ENST00000919549.1,ENSG00000136636,KCTD3,99.3,100.0,90.12,91.28,100.0,95.17500000000001,4
TCONS_00248077,ENST00000922450.1,ENSG00000138071,ACTR2,99.3,100.0,90.05,91.28,100.0,95.1575,4
TCONS_00248077,ENST00000690216.1,ENSG00000102081,FMR1,99.3,100.0,90.03,91.28,100.0,95.1525,4
TCONS_00248077,ENST00000690137.1,ENSG00000102081,FMR1,99.3,100.0,90.03,91.28,100.0,95.1525,4
TCONS_00248077,ENST00000646596.1,ENSG00000117479,SLC19A2,99.09,100.0,91.62,89.9,100.0,95.1525,4
TCONS_00248077,ENST00000236137.10,ENSG00000117479,SLC19A2,99.09,100.0,91.62,89.9,100.0,95.1525,4
TCONS_00248077,ENST00000685491.1,ENSG00000102081,FMR1,99.3,100.0,90.03,91.28,100.0,95.1525,4
TCONS_00248077,ENST00000953914.1,ENSG00000100614,PPM1A,99.3,100.0,90.01,91.28,100.0,95.14750000000001,4
TCONS_00248077,ENST00000956969.1,ENSG00000126804,ZBTB1,99.3,100.0,90.0,91.28,100.0,95.14500000000001,4
TCONS_00248077,ENST00000943060.1,ENSG00000102081,FMR1,99.3,100.0,89.99,91.28,100.0,95.14250000000001,4
TCONS_00248077,ENST00000857264.1,ENSG00000015171,ZMYND11,99.3,100.0,89.96,91.28,100.0,95.13499999999999,4
TCONS_00248077,ENST00000943064.1,ENSG00000102081,FMR1,99.3,100.0,89.95,91.28,100.0,95.1325,4
TCONS_00248077,ENST00000897934.1,ENSG00000097046,CDC7,99.3,100.0,89.91,91.28,100.0,95.1225,4
TCONS_00248077,ENST00000857259.1,ENSG00000015171,ZMYND11,99.3,100.0,89.9,91.28,100.0,95.12,4
TCONS_00248077,ENST00000906050.1,ENSG00000203791,EEF1AKMT2,99.3,100.0,89.9,91.28,100.0,95.12,4
TCONS_00248077,ENST00000368836.7,ENSG00000203791,EEF1AKMT2,99.3,100.0,89.9,91.28,100.0,95.12,4
TCONS_00248077,ENST00000936978.1,ENSG00000184575,XPOT,99.3,100.0,89.88,91.28,100.0,95.11500000000001,4
TCONS_00248077,ENST00000916291.1,ENSG00000177189,RPS6KA3,99.3,100.0,89.85,91.28,100.0,95.10749999999999,4
TCONS_00248077,ENST00000942970.1,ENSG00000291237,SOD2,99.3,100.0,89.85,91.28,100.0,95.10749999999999,4
