gene	kegg_gene_id	pathway_id	pathway_name
ACTA1	hsa:58	hsa04814	Motor proteins - Homo sapiens (human)
ACTA1	hsa:58	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
AP4M1	hsa:9179	hsa04142	Lysosome - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa00190	Oxidative phosphorylation - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa01100	Metabolic pathways - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa04145	Phagosome - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa04150	mTOR signaling pathway - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa04721	Synaptic vesicle cycle - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa04966	Collecting duct acid secretion - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa05110	Vibrio cholerae infection - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa05120	Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa05165	Human papillomavirus infection - Homo sapiens (human)
ATP6V1B1	hsa:525	hsa05323	Rheumatoid arthritis - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
GNB2	hsa:10399	hsa03010	Ribosome - Homo sapiens (human)
GNB2	hsa:10399	hsa05162	Measles - Homo sapiens (human)
HDAC3	hsa:8841	hsa04613	Neutrophil extracellular trap formation - Homo sapiens (human)
HDAC3	hsa:8841	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
HDAC3	hsa:8841	hsa05034	Alcoholism - Homo sapiens (human)
HDAC3	hsa:8841	hsa05203	Viral carcinogenesis - Homo sapiens (human)
IL3RA	hsa:3563	hsa04060	Cytokine-cytokine receptor interaction - Homo sapiens (human)
IL3RA	hsa:3563	hsa04151	PI3K-Akt signaling pathway - Homo sapiens (human)
IL3RA	hsa:3563	hsa04210	Apoptosis - Homo sapiens (human)
IL3RA	hsa:3563	hsa04630	JAK-STAT signaling pathway - Homo sapiens (human)
IL3RA	hsa:3563	hsa04640	Hematopoietic cell lineage - Homo sapiens (human)
IL3RA	hsa:3563	hsa05200	Pathways in cancer - Homo sapiens (human)
MCOLN1	hsa:57192	hsa04020	Calcium signaling pathway - Homo sapiens (human)
MCOLN1	hsa:57192	hsa04142	Lysosome - Homo sapiens (human)
MGRN1	hsa:23295	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
MGRN1	hsa:23295	hsa04340	Hedgehog signaling pathway - Homo sapiens (human)
PCBP1	hsa:5093	hsa03040	Spliceosome - Homo sapiens (human)
PCBP1	hsa:5093	hsa04216	Ferroptosis - Homo sapiens (human)
PCBP1	hsa:5093	hsa04623	Cytosolic DNA-sensing pathway - Homo sapiens (human)
PCGF2	hsa:7703	hsa03083	Polycomb repressive complex - Homo sapiens (human)
PCGF2	hsa:7703	hsa04550	Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)
PERP	hsa:57657	hsa04929	GnRH secretion - Homo sapiens (human)
UBE2R2	hsa:54926	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
