lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00554941,ENST00000879682.1,ENSG00000172354,GNB2,99.09,100.0,97.09,92.45,100.0,97.1575,4
TCONS_00554941,ENST00000602848.5,ENSG00000177380,PPFIA3,99.09,100.0,96.97,92.45,100.0,97.1275,4
TCONS_00554941,ENST00000335426.9,ENSG00000186838,SELENOV,99.09,100.0,95.34,92.45,100.0,96.72,4
TCONS_00554941,ENST00000586183.5,ENSG00000102858,MGRN1,99.09,100.0,95.13,92.45,100.0,96.6675,4
TCONS_00554941,ENST00000590841.5,ENSG00000105088,OLFM2,99.09,100.0,94.91,91.67,100.0,96.4175,4
TCONS_00554941,ENST00000970618.1,ENSG00000221838,AP4M1,99.09,100.0,94.76,91.67,100.0,96.38000000000001,4
TCONS_00554941,ENST00000639297.2,NA,NA,99.09,100.0,94.38,91.67,100.0,96.28500000000001,4
TCONS_00554941,ENST00000360127.7,ENSG00000187624,LIAT1,99.09,100.0,94.38,91.67,100.0,96.28500000000001,4
TCONS_00554941,ENST00000882493.1,ENSG00000105088,OLFM2,99.09,100.0,94.16,91.67,100.0,96.23,4
TCONS_00554941,ENST00000652583.1,ENSG00000128016,ZFP36,99.09,100.0,94.07,91.67,100.0,96.2075,4
TCONS_00554941,ENST00000597629.3,ENSG00000128016,ZFP36,99.09,100.0,94.07,91.67,100.0,96.2075,4
TCONS_00554941,ENST00000234396.10,ENSG00000116039,ATP6V1B1,99.09,100.0,93.99,91.67,100.0,96.1875,4
TCONS_00554941,ENST00000973031.1,ENSG00000292332,IL3RA,99.09,100.0,93.89,91.67,100.0,96.16250000000001,4
TCONS_00554941,ENST00000964644.1,ENSG00000185291,IL3RA,99.09,100.0,93.89,91.67,100.0,96.16250000000001,4
TCONS_00554941,ENST00000375150.6,ENSG00000204314,PRRT1,99.09,100.0,92.92,92.45,100.0,96.115,4
TCONS_00554941,ENST00000872159.1,ENSG00000116039,ATP6V1B1,99.09,100.0,93.47,91.67,100.0,96.0575,4
TCONS_00554941,ENST00000872157.1,ENSG00000116039,ATP6V1B1,99.09,100.0,93.3,91.67,100.0,96.015,4
TCONS_00554941,ENST00000872158.1,ENSG00000116039,ATP6V1B1,99.09,100.0,93.24,91.67,100.0,96.0,4
TCONS_00554941,ENST00000894206.1,ENSG00000277258,PCGF2,99.09,100.0,92.91,91.67,100.0,95.9175,4
TCONS_00554941,ENST00000421755.5,ENSG00000221838,AP4M1,99.09,100.0,92.9,91.67,100.0,95.915,4
TCONS_00554941,ENST00000927553.1,ENSG00000167608,TMC4,99.09,100.0,92.86,91.67,100.0,95.905,4
TCONS_00554941,ENST00000950399.1,ENSG00000132823,OSER1,99.09,100.0,92.76,91.67,100.0,95.88000000000001,4
TCONS_00554941,ENST00000896281.1,ENSG00000103005,USB1,99.09,100.0,92.75,91.67,100.0,95.87750000000001,4
TCONS_00554941,ENST00000916710.1,ENSG00000078369,GNB1,99.09,100.0,92.71,91.67,100.0,95.8675,4
TCONS_00554941,ENST00000597630.3,ENSG00000268041,ERFL,99.09,100.0,91.93,92.45,100.0,95.86749999999999,4
TCONS_00554941,ENST00000947081.1,ENSG00000143632,ACTA1,99.09,100.0,91.86,92.45,100.0,95.85,4
TCONS_00554941,ENST00000899381.1,ENSG00000078369,GNB1,99.09,100.0,92.56,91.67,100.0,95.83,4
TCONS_00554941,ENST00000264833.9,ENSG00000105088,OLFM2,99.09,100.0,92.36,91.67,100.0,95.78,4
TCONS_00554941,ENST00000971550.1,ENSG00000105088,OLFM2,99.09,100.0,92.36,91.67,100.0,95.78,4
TCONS_00554941,ENST00000301204.8,ENSG00000167619,TMEM145,99.09,100.0,92.36,91.67,100.0,95.78,4
TCONS_00554941,ENST00000421337.6,ENSG00000179820,MYADM,99.09,100.0,91.56,92.43,100.0,95.77,4
TCONS_00554941,ENST00000610896.3,ENSG00000261949,GFY,99.09,100.0,92.09,91.67,100.0,95.7125,4
TCONS_00554941,ENST00000922941.1,ENSG00000132823,OSER1,99.09,100.0,91.9,91.67,100.0,95.665,4
TCONS_00554941,ENST00000576655.5,ENSG00000261949,GFY,99.09,100.0,91.88,91.67,100.0,95.66000000000001,4
TCONS_00554941,ENST00000852004.1,ENSG00000090674,MCOLN1,99.09,100.0,91.78,91.67,100.0,95.635,4
TCONS_00554941,ENST00000331173.6,ENSG00000177613,CSTF2T,99.09,100.0,93.41,90.0,100.0,95.625,4
TCONS_00554941,ENST00000937594.1,ENSG00000171720,HDAC3,99.09,100.0,91.91,91.32,100.0,95.58,4
TCONS_00554941,ENST00000593091.2,ENSG00000105088,OLFM2,99.09,100.0,91.5,91.67,100.0,95.56500000000001,4
TCONS_00554941,ENST00000453270.2,ENSG00000185551,NR2F2,99.09,100.0,91.48,91.67,100.0,95.56,4
TCONS_00554941,ENST00000366684.7,ENSG00000143632,ACTA1,99.09,100.0,90.54,92.43,100.0,95.515,4
TCONS_00554941,ENST00000932533.1,ENSG00000141499,WRAP53,99.09,100.0,91.59,91.32,100.0,95.5,4
TCONS_00554941,ENST00000303577.7,ENSG00000169564,PCBP1,99.09,100.0,91.18,91.67,100.0,95.485,4
TCONS_00554941,ENST00000897965.1,ENSG00000204314,PRRT1,99.09,100.0,90.4,92.45,100.0,95.485,4
TCONS_00554941,ENST00000618941.4,ENSG00000277258,PCGF2,99.09,100.0,95.37,87.45,100.0,95.4775,4
TCONS_00554941,ENST00000632068.1,NA,NA,99.09,100.0,95.37,87.45,100.0,95.4775,4
TCONS_00554941,ENST00000921589.1,ENSG00000179820,MYADM,99.09,100.0,95.35,87.45,100.0,95.4725,4
TCONS_00554941,ENST00000878934.1,ENSG00000107341,UBE2R2,99.09,100.0,91.07,91.67,100.0,95.4575,4
TCONS_00554941,ENST00000947080.1,ENSG00000143632,ACTA1,99.09,100.0,91.48,91.25,100.0,95.455,4
TCONS_00554941,ENST00000874494.1,ENSG00000129451,KLK10,99.09,100.0,90.98,91.67,100.0,95.435,4
TCONS_00554941,ENST00000421351.4,ENSG00000112378,PERP,99.09,100.0,92.59,90.0,100.0,95.42,4
