gene	kegg_gene_id	pathway_id	pathway_name
ASIC1	hsa:41	hsa04750	Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
ATP1A2	hsa:477	hsa04022	cGMP-PKG signaling pathway - Homo sapiens (human)
ATP1A2	hsa:477	hsa04024	cAMP signaling pathway - Homo sapiens (human)
ATP1A2	hsa:477	hsa04260	Cardiac muscle contraction - Homo sapiens (human)
ATP1A2	hsa:477	hsa04261	Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
ATP1A2	hsa:477	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
ATP1A2	hsa:477	hsa04911	Insulin secretion - Homo sapiens (human)
ATP1A2	hsa:477	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
ATP1A2	hsa:477	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
ATP1A2	hsa:477	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)
ATP1A2	hsa:477	hsa04960	Aldosterone-regulated sodium reabsorption - Homo sapiens (human)
ATP1A2	hsa:477	hsa04961	Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)
ATP1A2	hsa:477	hsa04964	Proximal tubule bicarbonate reclamation - Homo sapiens (human)
ATP1A2	hsa:477	hsa04970	Salivary secretion - Homo sapiens (human)
ATP1A2	hsa:477	hsa04971	Gastric acid secretion - Homo sapiens (human)
ATP1A2	hsa:477	hsa04972	Pancreatic secretion - Homo sapiens (human)
ATP1A2	hsa:477	hsa04973	Carbohydrate digestion and absorption - Homo sapiens (human)
ATP1A2	hsa:477	hsa04974	Protein digestion and absorption - Homo sapiens (human)
ATP1A2	hsa:477	hsa04976	Bile secretion - Homo sapiens (human)
ATP1A2	hsa:477	hsa04978	Mineral absorption - Homo sapiens (human)
EFTUD2	hsa:9343	hsa03040	Spliceosome - Homo sapiens (human)
GLDC	hsa:2731	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
GLDC	hsa:2731	hsa00630	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)
GLDC	hsa:2731	hsa00670	One carbon pool by folate - Homo sapiens (human)
GLDC	hsa:2731	hsa00785	Lipoic acid metabolism - Homo sapiens (human)
GLDC	hsa:2731	hsa01100	Metabolic pathways - Homo sapiens (human)
GLDC	hsa:2731	hsa01200	Carbon metabolism - Homo sapiens (human)
GLP2R	hsa:9340	hsa04080	Neuroactive ligand-receptor interaction - Homo sapiens (human)
HEPH	hsa:341208	hsa00860	Porphyrin metabolism - Homo sapiens (human)
HEPH	hsa:341208	hsa04081	Hormone signaling - Homo sapiens (human)
HEPH	hsa:341208	hsa04978	Mineral absorption - Homo sapiens (human)
KIF21A	hsa:55605	hsa04814	Motor proteins - Homo sapiens (human)
NAT10	hsa:55226	hsa03008	Ribosome biogenesis in eukaryotes - Homo sapiens (human)
PIP4K2C	hsa:79837	hsa00562	Inositol phosphate metabolism - Homo sapiens (human)
PIP4K2C	hsa:79837	hsa01100	Metabolic pathways - Homo sapiens (human)
PIP4K2C	hsa:79837	hsa04070	Phosphatidylinositol signaling system - Homo sapiens (human)
PIP4K2C	hsa:79837	hsa04810	Regulation of actin cytoskeleton - Homo sapiens (human)
SF3B3	hsa:23450	hsa03040	Spliceosome - Homo sapiens (human)
TMPRSS2	hsa:7113	hsa05164	Influenza A - Homo sapiens (human)
TMPRSS2	hsa:7113	hsa05171	Coronavirus disease - COVID-19 - Homo sapiens (human)
TMPRSS2	hsa:7113	hsa05202	Transcriptional misregulation in cancer - Homo sapiens (human)
TMPRSS2	hsa:7113	hsa05215	Prostate cancer - Homo sapiens (human)
WDR33	hsa:55339	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
