lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00555128,ENST00000300291.10,ENSG00000167005,NUDT21,99.3,100.0,92.75,91.28,100.0,95.83250000000001,4
TCONS_00555128,ENST00000937744.1,ENSG00000167005,NUDT21,99.3,100.0,92.75,91.28,100.0,95.83250000000001,4
TCONS_00555128,ENST00000331173.6,ENSG00000177613,CSTF2T,99.09,100.0,94.06,90.03,100.0,95.79499999999999,4
TCONS_00555128,ENST00000868170.1,ENSG00000130962,PRRG1,99.3,100.0,92.24,91.28,100.0,95.70500000000001,4
TCONS_00555128,ENST00000868173.1,ENSG00000130962,PRRG1,99.3,100.0,92.17,91.28,100.0,95.6875,4
TCONS_00555128,ENST00000855415.1,ENSG00000164172,MOCS2,99.3,100.0,91.8,91.28,100.0,95.595,4
TCONS_00555128,ENST00000925110.1,ENSG00000177565,TBL1XR1,99.3,100.0,91.8,91.28,100.0,95.595,4
TCONS_00555128,ENST00000282344.11,ENSG00000152484,USP12,99.3,100.0,91.77,91.28,100.0,95.5875,4
TCONS_00555128,ENST00000421351.4,ENSG00000112378,PERP,99.09,100.0,93.13,90.0,100.0,95.555,4
TCONS_00555128,ENST00000868172.1,ENSG00000130962,PRRG1,99.3,100.0,91.56,91.28,100.0,95.535,4
TCONS_00555128,ENST00000244869.3,ENSG00000124882,EREG,99.09,100.0,93.01,90.0,100.0,95.525,4
TCONS_00555128,ENST00000874796.1,ENSG00000114120,SLC25A36,99.3,100.0,91.51,91.28,100.0,95.52250000000001,4
TCONS_00555128,ENST00000457354.7,ENSG00000139921,TMX1,99.3,100.0,91.48,91.28,100.0,95.51500000000001,4
TCONS_00555128,ENST00000915651.1,ENSG00000152484,USP12,99.3,100.0,91.35,91.28,100.0,95.48249999999999,4
TCONS_00555128,ENST00000969731.1,ENSG00000163138,PACRGL,99.3,100.0,91.31,91.28,100.0,95.4725,4
TCONS_00555128,ENST00000896543.1,ENSG00000156504,PABIR2,99.09,100.0,92.78,90.0,100.0,95.4675,4
TCONS_00555128,ENST00000896545.1,ENSG00000156504,PABIR2,99.09,100.0,92.78,90.0,100.0,95.4675,4
TCONS_00555128,ENST00000896544.1,ENSG00000156504,PABIR2,99.09,100.0,92.78,90.0,100.0,95.4675,4
TCONS_00555128,ENST00000343004.10,ENSG00000156504,PABIR2,99.09,100.0,92.78,90.0,100.0,95.4675,4
TCONS_00555128,ENST00000370790.5,ENSG00000156504,PABIR2,99.09,100.0,92.78,90.0,100.0,95.4675,4
TCONS_00555128,ENST00000641076.1,ENSG00000255012,OR5M1,99.09,100.0,92.77,90.0,100.0,95.465,4
TCONS_00555128,ENST00000901806.1,ENSG00000203880,PCMTD2,99.3,100.0,91.23,91.28,100.0,95.45250000000001,4
TCONS_00555128,ENST00000394804.6,ENSG00000109332,UBE2D3,99.09,100.0,92.69,90.0,100.0,95.445,4
TCONS_00555128,ENST00000282570.4,ENSG00000087338,GMCL1,99.3,100.0,91.19,91.28,100.0,95.4425,4
TCONS_00555128,ENST00000928789.1,ENSG00000168092,PAFAH1B2,99.3,100.0,91.19,91.28,100.0,95.4425,4
TCONS_00555128,ENST00000451288.6,ENSG00000109184,DCUN1D4,99.3,100.0,91.19,91.28,100.0,95.4425,4
TCONS_00555128,ENST00000909886.1,ENSG00000150625,GPM6A,99.09,100.0,91.37,91.28,100.0,95.435,4
TCONS_00555128,ENST00000879827.1,ENSG00000119787,ATL2,99.3,100.0,91.11,91.28,100.0,95.42250000000001,4
TCONS_00555128,ENST00000321662.11,ENSG00000180998,GPR137C,99.09,100.0,92.6,90.0,100.0,95.4225,4
TCONS_00555128,ENST00000885797.1,ENSG00000143815,LBR,99.3,100.0,91.09,91.28,100.0,95.41749999999999,4
TCONS_00555128,ENST00000880540.1,ENSG00000154640,BTG3,99.3,100.0,91.09,91.28,100.0,95.41749999999999,4
TCONS_00555128,ENST00000298406.6,ENSG00000139977,NAA30,99.3,100.0,91.09,91.28,100.0,95.41749999999999,4
TCONS_00555128,ENST00000933594.1,ENSG00000143815,LBR,99.3,100.0,91.09,91.28,100.0,95.41749999999999,4
TCONS_00555128,ENST00000945205.1,ENSG00000143815,LBR,99.3,100.0,91.09,91.28,100.0,95.41749999999999,4
TCONS_00555128,ENST00000903191.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.51,90.03,100.0,95.4075,4
TCONS_00555128,ENST00000709446.2,NA,NA,99.09,100.0,92.53,90.0,100.0,95.405,4
TCONS_00555128,ENST00000905624.1,ENSG00000136636,KCTD3,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00555128,ENST00000922450.1,ENSG00000138071,ACTR2,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00555128,ENST00000952698.1,ENSG00000177189,RPS6KA3,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00555128,ENST00000952699.1,ENSG00000177189,RPS6KA3,99.3,100.0,91.03,91.28,100.0,95.4025,4
TCONS_00555128,ENST00000972242.1,ENSG00000015171,ZMYND11,99.3,100.0,91.0,91.28,100.0,95.39500000000001,4
TCONS_00555128,ENST00000857257.1,ENSG00000015171,ZMYND11,99.3,100.0,91.0,91.28,100.0,95.39500000000001,4
TCONS_00555128,ENST00000502346.2,ENSG00000174695,TMEM167A,99.3,100.0,90.95,91.28,100.0,95.3825,4
TCONS_00555128,ENST00000260641.10,ENSG00000138071,ACTR2,99.3,100.0,90.93,91.28,100.0,95.3775,4
TCONS_00555128,ENST00000855003.1,ENSG00000116473,RAP1A,99.09,100.0,92.41,90.0,100.0,95.375,4
TCONS_00555128,ENST00000855013.1,ENSG00000116473,RAP1A,99.09,100.0,92.41,90.0,100.0,95.375,4
