gene	kegg_gene_id	pathway_id	pathway_name
ATL2	hsa:1515	hsa04142	Lysosome - Homo sapiens (human)
ATL2	hsa:1515	hsa04210	Apoptosis - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
EREG	hsa:2069	hsa04010	MAPK signaling pathway - Homo sapiens (human)
EREG	hsa:2069	hsa04012	ErbB signaling pathway - Homo sapiens (human)
EREG	hsa:2069	hsa04151	PI3K-Akt signaling pathway - Homo sapiens (human)
EREG	hsa:2069	hsa05210	Colorectal cancer - Homo sapiens (human)
LBR	hsa:3930	hsa00100	Steroid biosynthesis - Homo sapiens (human)
LBR	hsa:3930	hsa01100	Metabolic pathways - Homo sapiens (human)
LBR	hsa:3930	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
MOCS2	hsa:4338	hsa00790	Folate biosynthesis - Homo sapiens (human)
MOCS2	hsa:4338	hsa01100	Metabolic pathways - Homo sapiens (human)
MOCS2	hsa:4338	hsa01240	Biosynthesis of cofactors - Homo sapiens (human)
MOCS2	hsa:4338	hsa04122	Sulfur relay system - Homo sapiens (human)
NUDT21	hsa:11051	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
OR5M1	hsa:390167	hsa04740	Olfactory transduction - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PERP	hsa:57657	hsa04929	GnRH secretion - Homo sapiens (human)
RAP1A	hsa:5906	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04014	Ras signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04015	Rap1 signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04024	cAMP signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04062	Chemokine signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04510	Focal adhesion - Homo sapiens (human)
RAP1A	hsa:5906	hsa04520	Adherens junction - Homo sapiens (human)
RAP1A	hsa:5906	hsa04530	Tight junction - Homo sapiens (human)
RAP1A	hsa:5906	hsa04611	Platelet activation - Homo sapiens (human)
RAP1A	hsa:5906	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
RAP1A	hsa:5906	hsa04720	Long-term potentiation - Homo sapiens (human)
RAP1A	hsa:5906	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RAP1A	hsa:5906	hsa04934	Cushing syndrome - Homo sapiens (human)
RAP1A	hsa:5906	hsa04972	Pancreatic secretion - Homo sapiens (human)
RAP1A	hsa:5906	hsa05211	Renal cell carcinoma - Homo sapiens (human)
RAP1A	hsa:5906	hsa05417	Lipid and atherosclerosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04114	Oocyte meiosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04150	mTOR signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04714	Thermogenesis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04720	Long-term potentiation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04931	Insulin resistance - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05135	Yersinia infection - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)
TBL1XR1	hsa:79718	hsa04310	Wnt signaling pathway - Homo sapiens (human)
UBE2D3	hsa:7323	hsa03083	Polycomb repressive complex - Homo sapiens (human)
UBE2D3	hsa:7323	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
UBE2D3	hsa:7323	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
UBE2D3	hsa:7323	hsa05131	Shigellosis - Homo sapiens (human)
XPOT	hsa:11260	hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)
