lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00629105,ENST00000331173.6,ENSG00000177613,CSTF2T,99.09,100.0,95.66,89.9,100.0,96.1625,4
TCONS_00629105,ENST00000905630.1,ENSG00000136636,KCTD3,99.09,100.0,91.84,91.28,100.0,95.55250000000001,4
TCONS_00629105,ENST00000964521.1,ENSG00000136636,KCTD3,99.09,100.0,91.84,91.28,100.0,95.55250000000001,4
TCONS_00629105,ENST00000964520.1,ENSG00000136636,KCTD3,99.3,100.0,91.34,91.28,100.0,95.47999999999999,4
TCONS_00629105,ENST00000259154.9,ENSG00000136636,KCTD3,99.3,100.0,91.34,91.28,100.0,95.47999999999999,4
TCONS_00629105,ENST00000282570.4,ENSG00000087338,GMCL1,99.3,100.0,91.1,91.28,100.0,95.41999999999999,4
TCONS_00629105,ENST00000690216.1,ENSG00000102081,FMR1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00629105,ENST00000686086.1,ENSG00000102081,FMR1,99.3,100.0,91.01,91.28,100.0,95.39750000000001,4
TCONS_00629105,ENST00000560355.1,ENSG00000166147,FBN1,99.09,100.0,92.52,89.9,100.0,95.3775,4
TCONS_00629105,ENST00000928787.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.4,89.9,100.0,95.3475,4
TCONS_00629105,ENST00000952698.1,ENSG00000177189,RPS6KA3,99.3,100.0,90.74,91.28,100.0,95.33000000000001,4
TCONS_00629105,ENST00000928784.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.33,89.9,100.0,95.33000000000001,4
TCONS_00629105,ENST00000492996.6,ENSG00000148634,HERC4,99.09,100.0,92.22,90.0,100.0,95.3275,4
TCONS_00629105,ENST00000928783.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.3,89.9,100.0,95.32249999999999,4
TCONS_00629105,ENST00000527958.6,ENSG00000168092,PAFAH1B2,99.09,100.0,92.3,89.9,100.0,95.32249999999999,4
TCONS_00629105,ENST00000905626.1,ENSG00000136636,KCTD3,99.3,100.0,90.66,91.28,100.0,95.31,4
TCONS_00629105,ENST00000896545.1,ENSG00000156504,PABIR2,99.09,100.0,92.22,89.9,100.0,95.30250000000001,4
TCONS_00629105,ENST00000896544.1,ENSG00000156504,PABIR2,99.09,100.0,92.22,89.9,100.0,95.30250000000001,4
TCONS_00629105,ENST00000343004.10,ENSG00000156504,PABIR2,99.09,100.0,92.22,89.9,100.0,95.30250000000001,4
TCONS_00629105,ENST00000370790.5,ENSG00000156504,PABIR2,99.09,100.0,92.22,89.9,100.0,95.30250000000001,4
TCONS_00629105,ENST00000896543.1,ENSG00000156504,PABIR2,99.09,100.0,92.22,89.9,100.0,95.30250000000001,4
TCONS_00629105,ENST00000952699.1,ENSG00000177189,RPS6KA3,99.09,100.0,90.82,91.28,100.0,95.29749999999999,4
TCONS_00629105,ENST00000236137.10,ENSG00000117479,SLC19A2,99.09,100.0,92.13,89.9,100.0,95.28,4
TCONS_00629105,ENST00000885798.1,ENSG00000143815,LBR,99.09,100.0,90.75,91.28,100.0,95.28,4
TCONS_00629105,ENST00000903191.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.13,89.9,100.0,95.28,4
TCONS_00629105,ENST00000394804.6,ENSG00000109332,UBE2D3,99.09,100.0,92.13,89.9,100.0,95.28,4
TCONS_00629105,ENST00000421351.4,ENSG00000112378,PERP,99.09,100.0,92.13,89.9,100.0,95.28,4
TCONS_00629105,ENST00000691214.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00629105,ENST00000692108.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00629105,ENST00000685491.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00629105,ENST00000943061.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00629105,ENST00000857075.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00629105,ENST00000691111.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00629105,ENST00000687593.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
