gene	kegg_gene_id	pathway_id	pathway_name
AP1S3	hsa:130340	hsa04142	Lysosome - Homo sapiens (human)
AP1S3	hsa:130340	hsa05170	Human immunodeficiency virus 1 infection - Homo sapiens (human)
CEBPG	hsa:1054	hsa05152	Tuberculosis - Homo sapiens (human)
CLDN16	hsa:10686	hsa03272	Virion - Hepatitis viruses - Homo sapiens (human)
CLDN16	hsa:10686	hsa04382	Cornified envelope formation - Homo sapiens (human)
CLDN16	hsa:10686	hsa04514	Cell adhesion molecules - Homo sapiens (human)
CLDN16	hsa:10686	hsa04530	Tight junction - Homo sapiens (human)
CLDN16	hsa:10686	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
CLDN16	hsa:10686	hsa05130	Pathogenic Escherichia coli infection - Homo sapiens (human)
CLDN16	hsa:10686	hsa05160	Hepatitis C - Homo sapiens (human)
CNOT6	hsa:57472	hsa03018	RNA degradation - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
FBN1	hsa:2200	hsa04350	TGF-beta signaling pathway - Homo sapiens (human)
FBN1	hsa:2200	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
HERC4	hsa:26091	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
IDI1	hsa:3422	hsa00900	Terpenoid backbone biosynthesis - Homo sapiens (human)
IDI1	hsa:3422	hsa01100	Metabolic pathways - Homo sapiens (human)
LBR	hsa:3930	hsa00100	Steroid biosynthesis - Homo sapiens (human)
LBR	hsa:3930	hsa01100	Metabolic pathways - Homo sapiens (human)
LBR	hsa:3930	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
NIPA2	hsa:729359	hsa03320	PPAR signaling pathway - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PERP	hsa:57657	hsa04929	GnRH secretion - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04114	Oocyte meiosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04150	mTOR signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04714	Thermogenesis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04720	Long-term potentiation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04931	Insulin resistance - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05135	Yersinia infection - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)
SLC19A2	hsa:10560	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)
SRSF3	hsa:6428	hsa03040	Spliceosome - Homo sapiens (human)
SRSF3	hsa:6428	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
SRSF3	hsa:6428	hsa05168	Herpes simplex virus 1 infection - Homo sapiens (human)
UBE2D3	hsa:7323	hsa03083	Polycomb repressive complex - Homo sapiens (human)
UBE2D3	hsa:7323	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
UBE2D3	hsa:7323	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
UBE2D3	hsa:7323	hsa05131	Shigellosis - Homo sapiens (human)
