lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00381284,ENST00000421351.4,ENSG00000112378,PERP,99.09,100.0,93.07,89.9,100.0,95.51499999999999,4
TCONS_00381284,ENST00000896545.1,ENSG00000156504,PABIR2,99.09,100.0,92.73,89.9,100.0,95.43,4
TCONS_00381284,ENST00000896543.1,ENSG00000156504,PABIR2,99.09,100.0,92.73,89.9,100.0,95.43,4
TCONS_00381284,ENST00000896544.1,ENSG00000156504,PABIR2,99.09,100.0,92.73,89.9,100.0,95.43,4
TCONS_00381284,ENST00000394804.6,ENSG00000109332,UBE2D3,99.09,100.0,92.58,89.9,100.0,95.39250000000001,4
TCONS_00381284,ENST00000952698.1,ENSG00000177189,RPS6KA3,99.3,100.0,90.93,91.28,100.0,95.3775,4
TCONS_00381284,ENST00000544547.6,ENSG00000169756,LIMS1,99.3,100.0,90.89,91.28,100.0,95.3675,4
TCONS_00381284,ENST00000689517.1,ENSG00000102081,FMR1,99.3,100.0,90.71,91.28,100.0,95.32249999999999,4
TCONS_00381284,ENST00000952699.1,ENSG00000177189,RPS6KA3,99.3,100.0,90.47,91.28,100.0,95.26249999999999,4
TCONS_00381284,ENST00000964520.1,ENSG00000136636,KCTD3,99.3,100.0,90.47,91.28,100.0,95.26249999999999,4
TCONS_00381284,ENST00000692108.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00381284,ENST00000691214.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00381284,ENST00000691111.1,ENSG00000102081,FMR1,99.3,100.0,90.41,91.28,100.0,95.2475,4
TCONS_00381284,ENST00000943059.1,ENSG00000102081,FMR1,99.3,100.0,90.37,91.28,100.0,95.23750000000001,4
TCONS_00381284,ENST00000972242.1,ENSG00000015171,ZMYND11,99.3,100.0,90.34,91.28,100.0,95.22999999999999,4
TCONS_00381284,ENST00000343004.10,ENSG00000156504,PABIR2,99.09,100.0,91.92,89.9,100.0,95.22749999999999,4
TCONS_00381284,ENST00000878331.1,ENSG00000105784,RUNDC3B,99.3,100.0,90.26,91.28,100.0,95.21000000000001,4
TCONS_00381284,ENST00000415905.5,ENSG00000119414,PPP6C,99.09,100.0,91.84,89.9,100.0,95.20750000000001,4
TCONS_00381284,ENST00000889868.1,ENSG00000119414,PPP6C,99.09,100.0,91.84,89.9,100.0,95.20750000000001,4
TCONS_00381284,ENST00000905626.1,ENSG00000136636,KCTD3,99.3,100.0,90.24,91.28,100.0,95.20500000000001,4
TCONS_00381284,ENST00000492996.6,ENSG00000148634,HERC4,99.09,100.0,91.71,90.0,100.0,95.2,4
TCONS_00381284,ENST00000857074.1,ENSG00000102081,FMR1,99.3,100.0,90.15,91.28,100.0,95.1825,4
TCONS_00381284,ENST00000943061.1,ENSG00000102081,FMR1,99.3,100.0,90.09,91.28,100.0,95.16749999999999,4
TCONS_00381284,ENST00000687593.1,ENSG00000102081,FMR1,99.3,100.0,90.09,91.28,100.0,95.16749999999999,4
TCONS_00381284,ENST00000236137.10,ENSG00000117479,SLC19A2,99.09,100.0,91.56,90.0,100.0,95.1625,4
TCONS_00381284,ENST00000337198.10,ENSG00000155096,AZIN1,99.09,100.0,91.65,89.9,100.0,95.16,4
TCONS_00381284,ENST00000904846.1,ENSG00000184575,XPOT,99.3,100.0,90.05,91.28,100.0,95.1575,4
TCONS_00381284,ENST00000916291.1,ENSG00000177189,RPS6KA3,99.3,100.0,89.96,91.28,100.0,95.13499999999999,4
TCONS_00381284,ENST00000906050.1,ENSG00000203791,EEF1AKMT2,99.3,100.0,89.87,91.28,100.0,95.11250000000001,4
TCONS_00381284,ENST00000542527.7,ENSG00000185716,MOSMO,99.09,100.0,91.44,89.9,100.0,95.10749999999999,4
TCONS_00381284,ENST00000338056.7,ENSG00000105784,RUNDC3B,99.3,100.0,89.83,91.28,100.0,95.10249999999999,4
TCONS_00381284,ENST00000901806.1,ENSG00000203880,PCMTD2,99.3,100.0,89.83,91.28,100.0,95.10249999999999,4
TCONS_00381284,ENST00000901808.1,ENSG00000203880,PCMTD2,99.3,100.0,89.83,91.28,100.0,95.10249999999999,4
TCONS_00381284,ENST00000262207.9,ENSG00000121005,CRISPLD1,99.09,100.0,91.41,89.9,100.0,95.1,4
TCONS_00381284,ENST00000857254.1,ENSG00000015171,ZMYND11,99.3,100.0,89.78,91.28,100.0,95.09,4
TCONS_00381284,ENST00000968019.1,ENSG00000113300,CNOT6,99.3,100.0,89.76,91.28,100.0,95.08500000000001,4
TCONS_00381284,ENST00000893395.1,ENSG00000153879,CEBPG,99.3,100.0,89.74,91.28,100.0,95.08000000000001,4
TCONS_00381284,ENST00000426524.6,ENSG00000083168,KAT6A,99.3,100.0,89.74,91.28,100.0,95.08000000000001,4
TCONS_00381284,ENST00000396654.7,ENSG00000152056,AP1S3,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00381284,ENST00000398014.7,ENSG00000140157,NIPA2,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00381284,ENST00000961632.1,ENSG00000151414,NEK7,99.09,100.0,91.31,89.9,100.0,95.07499999999999,4
TCONS_00381284,ENST00000881758.1,ENSG00000147180,ZNF711,99.3,100.0,89.69,91.28,100.0,95.0675,4
TCONS_00381284,ENST00000394654.4,ENSG00000105784,RUNDC3B,99.3,100.0,89.68,91.28,100.0,95.065,4
TCONS_00381284,ENST00000857257.1,ENSG00000015171,ZMYND11,99.3,100.0,89.68,91.28,100.0,95.065,4
TCONS_00381284,ENST00000639145.1,ENSG00000138760,SCARB2,99.09,100.0,91.27,89.9,100.0,95.065,4
TCONS_00381284,ENST00000259154.9,ENSG00000136636,KCTD3,99.3,100.0,89.68,91.28,100.0,95.065,4
TCONS_00381284,ENST00000674289.1,ENSG00000140157,NIPA2,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00381284,ENST00000674173.1,ENSG00000140157,NIPA2,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00381284,ENST00000580398.2,ENSG00000178691,SUZ12,99.09,100.0,91.24,89.9,100.0,95.0575,4
TCONS_00381284,ENST00000962236.1,ENSG00000151292,CSNK1G3,99.09,100.0,91.24,89.9,100.0,95.0575,4
