gene	kegg_gene_id	pathway_id	pathway_name
ACSL3	hsa:2181	hsa00061	Fatty acid biosynthesis - Homo sapiens (human)
ACSL3	hsa:2181	hsa00071	Fatty acid degradation - Homo sapiens (human)
ACSL3	hsa:2181	hsa01100	Metabolic pathways - Homo sapiens (human)
ACSL3	hsa:2181	hsa01212	Fatty acid metabolism - Homo sapiens (human)
ACSL3	hsa:2181	hsa03320	PPAR signaling pathway - Homo sapiens (human)
ACSL3	hsa:2181	hsa04146	Peroxisome - Homo sapiens (human)
ACSL3	hsa:2181	hsa04216	Ferroptosis - Homo sapiens (human)
ACSL3	hsa:2181	hsa04714	Thermogenesis - Homo sapiens (human)
ACSL3	hsa:2181	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
GALNT1	hsa:117248	hsa00512	Mucin type O-glycan biosynthesis - Homo sapiens (human)
GALNT1	hsa:117248	hsa00514	Other types of O-glycan biosynthesis - Homo sapiens (human)
GALNT1	hsa:117248	hsa01100	Metabolic pathways - Homo sapiens (human)
GNAI1	hsa:2770	hsa04015	Rap1 signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04022	cGMP-PKG signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04024	cAMP signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04062	Chemokine signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04071	Sphingolipid signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04081	Hormone signaling - Homo sapiens (human)
GNAI1	hsa:2770	hsa04082	Neuroactive ligand signaling - Homo sapiens (human)
GNAI1	hsa:2770	hsa04261	Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
GNAI1	hsa:2770	hsa04360	Axon guidance - Homo sapiens (human)
GNAI1	hsa:2770	hsa04371	Apelin signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04540	Gap junction - Homo sapiens (human)
GNAI1	hsa:2770	hsa04611	Platelet activation - Homo sapiens (human)
GNAI1	hsa:2770	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
GNAI1	hsa:2770	hsa04713	Circadian entrainment - Homo sapiens (human)
GNAI1	hsa:2770	hsa04723	Retrograde endocannabinoid signaling - Homo sapiens (human)
GNAI1	hsa:2770	hsa04724	Glutamatergic synapse - Homo sapiens (human)
GNAI1	hsa:2770	hsa04725	Cholinergic synapse - Homo sapiens (human)
GNAI1	hsa:2770	hsa04726	Serotonergic synapse - Homo sapiens (human)
GNAI1	hsa:2770	hsa04727	GABAergic synapse - Homo sapiens (human)
GNAI1	hsa:2770	hsa04728	Dopaminergic synapse - Homo sapiens (human)
GNAI1	hsa:2770	hsa04730	Long-term depression - Homo sapiens (human)
GNAI1	hsa:2770	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
GNAI1	hsa:2770	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04916	Melanogenesis - Homo sapiens (human)
GNAI1	hsa:2770	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
GNAI1	hsa:2770	hsa04924	Renin secretion - Homo sapiens (human)
GNAI1	hsa:2770	hsa04926	Relaxin signaling pathway - Homo sapiens (human)
GNAI1	hsa:2770	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
GNAI1	hsa:2770	hsa04934	Cushing syndrome - Homo sapiens (human)
GNAI1	hsa:2770	hsa04935	Growth hormone synthesis, secretion and action - Homo sapiens (human)
GNAI1	hsa:2770	hsa04971	Gastric acid secretion - Homo sapiens (human)
GNAI1	hsa:2770	hsa05012	Parkinson disease - Homo sapiens (human)
GNAI1	hsa:2770	hsa05030	Cocaine addiction - Homo sapiens (human)
GNAI1	hsa:2770	hsa05032	Morphine addiction - Homo sapiens (human)
GNAI1	hsa:2770	hsa05034	Alcoholism - Homo sapiens (human)
GNAI1	hsa:2770	hsa05133	Pertussis - Homo sapiens (human)
GNAI1	hsa:2770	hsa05142	Chagas disease - Homo sapiens (human)
GNAI1	hsa:2770	hsa05145	Toxoplasmosis - Homo sapiens (human)
GNAI1	hsa:2770	hsa05163	Human cytomegalovirus infection - Homo sapiens (human)
GNAI1	hsa:2770	hsa05170	Human immunodeficiency virus 1 infection - Homo sapiens (human)
GNAI1	hsa:2770	hsa05200	Pathways in cancer - Homo sapiens (human)
GNAI1	hsa:2770	hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)
LBR	hsa:3930	hsa00100	Steroid biosynthesis - Homo sapiens (human)
LBR	hsa:3930	hsa01100	Metabolic pathways - Homo sapiens (human)
LBR	hsa:3930	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04114	Oocyte meiosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04150	mTOR signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04714	Thermogenesis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04720	Long-term potentiation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04931	Insulin resistance - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05135	Yersinia infection - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)
STT3B	hsa:201595	hsa00510	N-Glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa00513	Various types of N-glycan biosynthesis - Homo sapiens (human)
STT3B	hsa:201595	hsa01100	Metabolic pathways - Homo sapiens (human)
STT3B	hsa:201595	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
