gene	kegg_gene_id	pathway_id	pathway_name
CEBPG	hsa:1054	hsa05152	Tuberculosis - Homo sapiens (human)
CLDN16	hsa:10686	hsa03272	Virion - Hepatitis viruses - Homo sapiens (human)
CLDN16	hsa:10686	hsa04382	Cornified envelope formation - Homo sapiens (human)
CLDN16	hsa:10686	hsa04514	Cell adhesion molecules - Homo sapiens (human)
CLDN16	hsa:10686	hsa04530	Tight junction - Homo sapiens (human)
CLDN16	hsa:10686	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
CLDN16	hsa:10686	hsa05130	Pathogenic Escherichia coli infection - Homo sapiens (human)
CLDN16	hsa:10686	hsa05160	Hepatitis C - Homo sapiens (human)
CNOT6	hsa:57472	hsa03018	RNA degradation - Homo sapiens (human)
CRLS1	hsa:54675	hsa00564	Glycerophospholipid metabolism - Homo sapiens (human)
CRLS1	hsa:54675	hsa01100	Metabolic pathways - Homo sapiens (human)
HERC4	hsa:26091	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
IDI1	hsa:3422	hsa00900	Terpenoid backbone biosynthesis - Homo sapiens (human)
IDI1	hsa:3422	hsa01100	Metabolic pathways - Homo sapiens (human)
NIPA2	hsa:729359	hsa03320	PPAR signaling pathway - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PLOD2	hsa:5352	hsa00310	Lysine degradation - Homo sapiens (human)
PLOD2	hsa:5352	hsa01100	Metabolic pathways - Homo sapiens (human)
SIAH1	hsa:6477	hsa04115	p53 signaling pathway - Homo sapiens (human)
SIAH1	hsa:6477	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
SIAH1	hsa:6477	hsa04137	Mitophagy - animal - Homo sapiens (human)
SIAH1	hsa:6477	hsa04310	Wnt signaling pathway - Homo sapiens (human)
SLC19A2	hsa:10560	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)
SOD2	hsa:6648	hsa04068	FoxO signaling pathway - Homo sapiens (human)
SOD2	hsa:6648	hsa04146	Peroxisome - Homo sapiens (human)
SOD2	hsa:6648	hsa04211	Longevity regulating pathway - Homo sapiens (human)
SOD2	hsa:6648	hsa04213	Longevity regulating pathway - multiple species - Homo sapiens (human)
SOD2	hsa:6648	hsa05016	Huntington disease - Homo sapiens (human)
SOD2	hsa:6648	hsa05208	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
SOD2	hsa:6648	hsa05417	Lipid and atherosclerosis - Homo sapiens (human)
SRSF3	hsa:6428	hsa03040	Spliceosome - Homo sapiens (human)
SRSF3	hsa:6428	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
SRSF3	hsa:6428	hsa05168	Herpes simplex virus 1 infection - Homo sapiens (human)
