gene	kegg_gene_id	pathway_id	pathway_name
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
FBN1	hsa:2200	hsa04350	TGF-beta signaling pathway - Homo sapiens (human)
FBN1	hsa:2200	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
HERC4	hsa:26091	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
MOSMO	hsa:730094	hsa04340	Hedgehog signaling pathway - Homo sapiens (human)
NCEH1	hsa:57552	hsa04927	Cortisol synthesis and secretion - Homo sapiens (human)
NCEH1	hsa:57552	hsa04934	Cushing syndrome - Homo sapiens (human)
NCEH1	hsa:57552	hsa04976	Bile secretion - Homo sapiens (human)
NCEH1	hsa:57552	hsa04979	Cholesterol metabolism - Homo sapiens (human)
NIPA2	hsa:729359	hsa03320	PPAR signaling pathway - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PERP	hsa:57657	hsa04929	GnRH secretion - Homo sapiens (human)
RYK	hsa:6259	hsa04310	Wnt signaling pathway - Homo sapiens (human)
RYK	hsa:6259	hsa04360	Axon guidance - Homo sapiens (human)
SLC19A2	hsa:10560	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)
SLC44A1	hsa:23446	hsa05231	Choline metabolism in cancer - Homo sapiens (human)
UBE2D3	hsa:7323	hsa03083	Polycomb repressive complex - Homo sapiens (human)
UBE2D3	hsa:7323	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
UBE2D3	hsa:7323	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
UBE2D3	hsa:7323	hsa05131	Shigellosis - Homo sapiens (human)
UBE2G1	hsa:7326	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
UBE2G1	hsa:7326	hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)
UBE2G1	hsa:7326	hsa05012	Parkinson disease - Homo sapiens (human)
UBE2G1	hsa:7326	hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
