gene	kegg_gene_id	pathway_id	pathway_name
ABCB7	hsa:22	hsa02010	ABC transporters - Homo sapiens (human)
ABCD3	hsa:5825	hsa02010	ABC transporters - Homo sapiens (human)
ABCD3	hsa:5825	hsa04146	Peroxisome - Homo sapiens (human)
B3GALNT2	hsa:148789	hsa00515	Mannose type O-glycan biosynthesis - Homo sapiens (human)
B3GALNT2	hsa:148789	hsa01100	Metabolic pathways - Homo sapiens (human)
C9orf72	hsa:203228	hsa04140	Autophagy - animal - Homo sapiens (human)
C9orf72	hsa:203228	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
C9orf72	hsa:203228	hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
CEBPG	hsa:1054	hsa05152	Tuberculosis - Homo sapiens (human)
CSTF2T	hsa:23283	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
CYRIB	hsa:51571	hsa04810	Regulation of actin cytoskeleton - Homo sapiens (human)
ELOVL4	hsa:6785	hsa00062	Fatty acid elongation - Homo sapiens (human)
ELOVL4	hsa:6785	hsa01040	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)
ELOVL4	hsa:6785	hsa01100	Metabolic pathways - Homo sapiens (human)
ELOVL4	hsa:6785	hsa01212	Fatty acid metabolism - Homo sapiens (human)
ELOVL4	hsa:6785	hsa04382	Cornified envelope formation - Homo sapiens (human)
HERC4	hsa:26091	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
NIPA2	hsa:729359	hsa03320	PPAR signaling pathway - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PHF6	hsa:84295	hsa03082	ATP-dependent chromatin remodeling - Homo sapiens (human)
PLOD2	hsa:5352	hsa00310	Lysine degradation - Homo sapiens (human)
PLOD2	hsa:5352	hsa01100	Metabolic pathways - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa03015	mRNA surveillance pathway - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa04071	Sphingolipid signaling pathway - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa04110	Cell cycle - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa04114	Oocyte meiosis - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa04151	PI3K-Akt signaling pathway - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa04152	AMPK signaling pathway - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa04261	Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa04382	Cornified envelope formation - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa04660	T cell receptor signaling pathway - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa04728	Dopaminergic synapse - Homo sapiens (human)
PPP2R5E	hsa:5529	hsa05165	Human papillomavirus infection - Homo sapiens (human)
SAMD8	hsa:142891	hsa00564	Glycerophospholipid metabolism - Homo sapiens (human)
SAMD8	hsa:142891	hsa00600	Sphingolipid metabolism - Homo sapiens (human)
SLC19A2	hsa:10560	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)
SRSF10	hsa:10772	hsa03040	Spliceosome - Homo sapiens (human)
