lncrna,mrna,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00407190,ENST00000331173.6,99.09,100.0,94.22,89.9,100.0,95.80250000000001,4
TCONS_00407190,ENST00000903191.1,99.09,100.0,92.13,89.9,100.0,95.28,4
TCONS_00407190,ENST00000367804.4,99.09,100.0,91.96,90.0,100.0,95.2625,4
TCONS_00407190,ENST00000492996.6,99.09,100.0,92.02,89.9,100.0,95.2525,4
TCONS_00407190,ENST00000921002.1,99.09,100.0,91.94,89.9,100.0,95.23249999999999,4
TCONS_00407190,ENST00000436547.7,99.09,100.0,91.87,89.9,100.0,95.215,4
TCONS_00407190,ENST00000954860.1,99.09,100.0,91.84,89.9,100.0,95.20750000000001,4
TCONS_00407190,ENST00000928783.1,99.09,100.0,91.83,89.9,100.0,95.20500000000001,4
TCONS_00407190,ENST00000685047.1,99.09,100.0,91.74,89.9,100.0,95.1825,4
TCONS_00407190,ENST00000893395.1,99.09,100.0,90.36,91.28,100.0,95.1825,4
TCONS_00407190,ENST00000920822.1,99.09,100.0,91.7,89.9,100.0,95.17250000000001,4
TCONS_00407190,ENST00000920825.1,99.09,100.0,91.7,89.9,100.0,95.17250000000001,4
TCONS_00407190,ENST00000236137.10,99.09,100.0,91.69,89.9,100.0,95.16999999999999,4
TCONS_00407190,ENST00000954080.1,99.09,100.0,91.66,89.9,100.0,95.1625,4
TCONS_00407190,ENST00000867486.1,99.09,100.0,91.55,89.9,100.0,95.13499999999999,4
TCONS_00407190,ENST00000863351.1,99.09,100.0,91.43,90.0,100.0,95.13,4
TCONS_00407190,ENST00000920823.1,99.09,100.0,91.53,89.9,100.0,95.13,4
TCONS_00407190,ENST00000887187.1,99.09,100.0,91.51,89.9,100.0,95.125,4
TCONS_00407190,ENST00000674173.1,99.09,100.0,91.51,89.9,100.0,95.125,4
TCONS_00407190,ENST00000674289.1,99.09,100.0,91.48,89.9,100.0,95.1175,4
TCONS_00407190,ENST00000890977.1,99.09,100.0,91.38,90.0,100.0,95.1175,4
TCONS_00407190,ENST00000909562.1,99.09,100.0,91.36,90.0,100.0,95.1125,4
TCONS_00407190,ENST00000591844.5,99.09,100.0,91.44,89.9,100.0,95.10749999999999,4
TCONS_00407190,ENST00000906084.1,99.09,100.0,91.33,90.0,100.0,95.105,4
TCONS_00407190,ENST00000369816.5,99.09,100.0,91.31,90.0,100.0,95.1,4
TCONS_00407190,ENST00000395348.8,99.09,100.0,91.39,89.9,100.0,95.095,4
TCONS_00407190,ENST00000395254.8,99.09,100.0,91.39,89.9,100.0,95.095,4
TCONS_00407190,ENST00000703527.1,99.09,100.0,91.39,89.9,100.0,95.095,4
TCONS_00407190,ENST00000965253.1,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00407190,ENST00000944487.1,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00407190,ENST00000874870.1,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00407190,ENST00000343028.9,99.09,100.0,91.37,89.9,100.0,95.09,4
TCONS_00407190,ENST00000856529.1,99.09,100.0,91.26,90.0,100.0,95.0875,4
TCONS_00407190,ENST00000272091.8,99.09,100.0,91.34,89.9,100.0,95.08250000000001,4
TCONS_00407190,ENST00000885314.1,99.09,100.0,91.33,89.9,100.0,95.08000000000001,4
TCONS_00407190,ENST00000931870.1,99.09,100.0,91.33,89.9,100.0,95.08000000000001,4
TCONS_00407190,ENST00000866891.1,99.09,100.0,91.23,90.0,100.0,95.08,4
TCONS_00407190,ENST00000960376.1,99.09,100.0,91.22,90.0,100.0,95.0775,4
TCONS_00407190,ENST00000398014.7,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00407190,ENST00000917617.1,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00407190,ENST00000866892.1,99.09,100.0,91.2,90.0,100.0,95.0725,4
TCONS_00407190,ENST00000528080.6,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00407190,ENST00000856828.1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00407190,ENST00000260270.3,99.09,100.0,91.17,90.0,100.0,95.065,4
TCONS_00407190,ENST00000969657.1,99.09,100.0,91.27,89.9,100.0,95.065,4
TCONS_00407190,ENST00000943285.1,99.09,100.0,91.27,89.9,100.0,95.065,4
TCONS_00407190,ENST00000344989.10,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00407190,ENST00000971023.1,99.09,100.0,91.14,90.0,100.0,95.0575,4
TCONS_00407190,ENST00000863698.1,99.09,100.0,91.13,90.0,100.0,95.055,4
TCONS_00407190,ENST00000927234.1,99.09,100.0,91.23,89.9,100.0,95.055,4
