lncrna,mrna,gene_id,gene_name,Decision_Tree(%),K-Nearest-Neighbours(%),Random_Forest(%),LightGBM(%),Cumulative_Model_Score(%),avg_score,models_ge80
TCONS_00407190,ENST00000331173.6,ENSG00000177613,CSTF2T,99.09,100.0,94.22,89.9,100.0,95.80250000000001,4
TCONS_00407190,ENST00000903191.1,ENSG00000168092,PAFAH1B2,99.09,100.0,92.13,89.9,100.0,95.28,4
TCONS_00407190,ENST00000367804.4,ENSG00000117479,SLC19A2,99.09,100.0,91.96,90.0,100.0,95.2625,4
TCONS_00407190,ENST00000492996.6,ENSG00000148634,HERC4,99.09,100.0,92.02,89.9,100.0,95.2525,4
TCONS_00407190,ENST00000921002.1,ENSG00000143751,SDE2,99.09,100.0,91.94,89.9,100.0,95.23249999999999,4
TCONS_00407190,ENST00000436547.7,ENSG00000151923,TIAL1,99.09,100.0,91.87,89.9,100.0,95.215,4
TCONS_00407190,ENST00000954860.1,ENSG00000117479,SLC19A2,99.09,100.0,91.84,89.9,100.0,95.20750000000001,4
TCONS_00407190,ENST00000928783.1,ENSG00000168092,PAFAH1B2,99.09,100.0,91.83,89.9,100.0,95.20500000000001,4
TCONS_00407190,ENST00000685047.1,ENSG00000156531,PHF6,99.09,100.0,91.74,89.9,100.0,95.1825,4
TCONS_00407190,ENST00000893395.1,ENSG00000153879,CEBPG,99.09,100.0,90.36,91.28,100.0,95.1825,4
TCONS_00407190,ENST00000920822.1,ENSG00000162885,B3GALNT2,99.09,100.0,91.7,89.9,100.0,95.17250000000001,4
TCONS_00407190,ENST00000920825.1,ENSG00000162885,B3GALNT2,99.09,100.0,91.7,89.9,100.0,95.17250000000001,4
TCONS_00407190,ENST00000236137.10,ENSG00000117479,SLC19A2,99.09,100.0,91.69,89.9,100.0,95.16999999999999,4
TCONS_00407190,ENST00000954080.1,ENSG00000153310,CYRIB,99.09,100.0,91.66,89.9,100.0,95.1625,4
TCONS_00407190,ENST00000867486.1,ENSG00000128791,TWSG1,99.09,100.0,91.55,89.9,100.0,95.13499999999999,4
TCONS_00407190,ENST00000863351.1,ENSG00000156671,SAMD8,99.09,100.0,91.43,90.0,100.0,95.13,4
TCONS_00407190,ENST00000920823.1,ENSG00000162885,B3GALNT2,99.09,100.0,91.53,89.9,100.0,95.13,4
TCONS_00407190,ENST00000887187.1,ENSG00000154001,PPP2R5E,99.09,100.0,91.51,89.9,100.0,95.125,4
TCONS_00407190,ENST00000674173.1,ENSG00000140157,NIPA2,99.09,100.0,91.51,89.9,100.0,95.125,4
TCONS_00407190,ENST00000674289.1,ENSG00000140157,NIPA2,99.09,100.0,91.48,89.9,100.0,95.1175,4
TCONS_00407190,ENST00000890977.1,ENSG00000151881,TMEM267,99.09,100.0,91.38,90.0,100.0,95.1175,4
TCONS_00407190,ENST00000909562.1,ENSG00000140157,NIPA2,99.09,100.0,91.36,90.0,100.0,95.1125,4
TCONS_00407190,ENST00000591844.5,ENSG00000196867,ZFP28,99.09,100.0,91.44,89.9,100.0,95.10749999999999,4
TCONS_00407190,ENST00000906084.1,ENSG00000084733,RAB10,99.09,100.0,91.33,90.0,100.0,95.105,4
TCONS_00407190,ENST00000369816.5,ENSG00000118402,ELOVL4,99.09,100.0,91.31,90.0,100.0,95.1,4
TCONS_00407190,ENST00000395348.8,ENSG00000165449,SLC16A9,99.09,100.0,91.39,89.9,100.0,95.095,4
TCONS_00407190,ENST00000395254.8,ENSG00000138311,ZNF365,99.09,100.0,91.39,89.9,100.0,95.095,4
TCONS_00407190,ENST00000703527.1,ENSG00000152952,PLOD2,99.09,100.0,91.39,89.9,100.0,95.095,4
TCONS_00407190,ENST00000965253.1,ENSG00000147894,C9orf72,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00407190,ENST00000944487.1,ENSG00000152954,NRSN1,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00407190,ENST00000874870.1,ENSG00000147894,C9orf72,99.09,100.0,91.38,89.9,100.0,95.0925,4
TCONS_00407190,ENST00000343028.9,ENSG00000064115,TM7SF3,99.09,100.0,91.37,89.9,100.0,95.09,4
TCONS_00407190,ENST00000856529.1,ENSG00000123091,RNF11,99.09,100.0,91.26,90.0,100.0,95.0875,4
TCONS_00407190,ENST00000272091.8,ENSG00000143751,SDE2,99.09,100.0,91.34,89.9,100.0,95.08250000000001,4
TCONS_00407190,ENST00000885314.1,ENSG00000070269,TMEM260,99.09,100.0,91.33,89.9,100.0,95.08000000000001,4
TCONS_00407190,ENST00000931870.1,ENSG00000070269,TMEM260,99.09,100.0,91.33,89.9,100.0,95.08000000000001,4
TCONS_00407190,ENST00000866891.1,ENSG00000117528,ABCD3,99.09,100.0,91.23,90.0,100.0,95.08,4
TCONS_00407190,ENST00000960376.1,ENSG00000168827,GFM1,99.09,100.0,91.22,90.0,100.0,95.0775,4
TCONS_00407190,ENST00000398014.7,ENSG00000140157,NIPA2,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00407190,ENST00000917617.1,ENSG00000174606,ANGEL2,99.09,100.0,91.32,89.9,100.0,95.07749999999999,4
TCONS_00407190,ENST00000866892.1,ENSG00000117528,ABCD3,99.09,100.0,91.2,90.0,100.0,95.0725,4
TCONS_00407190,ENST00000528080.6,ENSG00000166471,TMEM41B,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00407190,ENST00000856828.1,ENSG00000080822,CLDND1,99.09,100.0,91.3,89.9,100.0,95.07249999999999,4
TCONS_00407190,ENST00000260270.3,ENSG00000137714,FDX1,99.09,100.0,91.17,90.0,100.0,95.065,4
TCONS_00407190,ENST00000969657.1,ENSG00000163393,SLC22A15,99.09,100.0,91.27,89.9,100.0,95.065,4
TCONS_00407190,ENST00000943285.1,ENSG00000131269,ABCB7,99.09,100.0,91.27,89.9,100.0,95.065,4
TCONS_00407190,ENST00000344989.10,ENSG00000188529,SRSF10,99.09,100.0,91.26,89.9,100.0,95.0625,4
TCONS_00407190,ENST00000971023.1,ENSG00000138660,AP1AR,99.09,100.0,91.14,90.0,100.0,95.0575,4
TCONS_00407190,ENST00000863698.1,ENSG00000154065,ANKRD29,99.09,100.0,91.13,90.0,100.0,95.055,4
TCONS_00407190,ENST00000927234.1,ENSG00000134602,STK26,99.09,100.0,91.23,89.9,100.0,95.055,4
