gene	kegg_gene_id	pathway_id	pathway_name
ACBD3	hsa:64746	hsa05132	Salmonella infection - Homo sapiens (human)
CNOT6	hsa:57472	hsa03018	RNA degradation - Homo sapiens (human)
LBR	hsa:3930	hsa00100	Steroid biosynthesis - Homo sapiens (human)
LBR	hsa:3930	hsa01100	Metabolic pathways - Homo sapiens (human)
LBR	hsa:3930	hsa04820	Cytoskeleton in muscle cells - Homo sapiens (human)
MOCS2	hsa:4338	hsa00790	Folate biosynthesis - Homo sapiens (human)
MOCS2	hsa:4338	hsa01100	Metabolic pathways - Homo sapiens (human)
MOCS2	hsa:4338	hsa01240	Biosynthesis of cofactors - Homo sapiens (human)
MOCS2	hsa:4338	hsa04122	Sulfur relay system - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa00565	Ether lipid metabolism - Homo sapiens (human)
PAFAH1B2	hsa:5049	hsa01100	Metabolic pathways - Homo sapiens (human)
PPM1A	hsa:5494	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04010	MAPK signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04114	Oocyte meiosis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04150	mTOR signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04714	Thermogenesis - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04720	Long-term potentiation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa04931	Insulin resistance - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05135	Yersinia infection - Homo sapiens (human)
RPS6KA3	hsa:6197	hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)
