gene	kegg_gene_id	pathway_id	pathway_name
ALG9	hsa:79796	hsa00510	N-Glycan biosynthesis - Homo sapiens (human)
ALG9	hsa:79796	hsa00513	Various types of N-glycan biosynthesis - Homo sapiens (human)
ALG9	hsa:79796	hsa01100	Metabolic pathways - Homo sapiens (human)
ANXA7	hsa:310	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
BAAT	hsa:570	hsa00120	Primary bile acid biosynthesis - Homo sapiens (human)
BAAT	hsa:570	hsa00430	Taurine and hypotaurine metabolism - Homo sapiens (human)
BAAT	hsa:570	hsa01040	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)
BAAT	hsa:570	hsa01100	Metabolic pathways - Homo sapiens (human)
BAAT	hsa:570	hsa04146	Peroxisome - Homo sapiens (human)
BAAT	hsa:570	hsa04976	Bile secretion - Homo sapiens (human)
CD1E	hsa:913	hsa04530	Tight junction - Homo sapiens (human)
CD1E	hsa:913	hsa04640	Hematopoietic cell lineage - Homo sapiens (human)
CD1E	hsa:913	hsa05146	Amoebiasis - Homo sapiens (human)
CYP2C9	hsa:1559	hsa00590	Arachidonic acid metabolism - Homo sapiens (human)
CYP2C9	hsa:1559	hsa00591	Linoleic acid metabolism - Homo sapiens (human)
CYP2C9	hsa:1559	hsa00830	Retinol metabolism - Homo sapiens (human)
CYP2C9	hsa:1559	hsa00980	Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)
CYP2C9	hsa:1559	hsa00982	Drug metabolism - cytochrome P450 - Homo sapiens (human)
CYP2C9	hsa:1559	hsa01100	Metabolic pathways - Homo sapiens (human)
CYP2C9	hsa:1559	hsa04726	Serotonergic synapse - Homo sapiens (human)
CYP2C9	hsa:1559	hsa05204	Chemical carcinogenesis - DNA adducts - Homo sapiens (human)
CYP2C9	hsa:1559	hsa05417	Lipid and atherosclerosis - Homo sapiens (human)
HADHB	hsa:3032	hsa00062	Fatty acid elongation - Homo sapiens (human)
HADHB	hsa:3032	hsa00071	Fatty acid degradation - Homo sapiens (human)
HADHB	hsa:3032	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
HADHB	hsa:3032	hsa01100	Metabolic pathways - Homo sapiens (human)
HADHB	hsa:3032	hsa01212	Fatty acid metabolism - Homo sapiens (human)
IYD	hsa:389434	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
LIN52	hsa:91750	hsa04218	Cellular senescence - Homo sapiens (human)
NOX1	hsa:27035	hsa04380	Osteoclast differentiation - Homo sapiens (human)
NOX1	hsa:27035	hsa04933	AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)
NOX1	hsa:27035	hsa05010	Alzheimer disease - Homo sapiens (human)
NOX1	hsa:27035	hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
NOX1	hsa:27035	hsa05208	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
NOX1	hsa:27035	hsa05417	Lipid and atherosclerosis - Homo sapiens (human)
NOX1	hsa:27035	hsa05418	Fluid shear stress and atherosclerosis - Homo sapiens (human)
OR2A25	hsa:392138	hsa04740	Olfactory transduction - Homo sapiens (human)
PEX11B	hsa:8799	hsa04146	Peroxisome - Homo sapiens (human)
SLC17A2	hsa:6569	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
SLC17A2	hsa:6569	hsa04978	Mineral absorption - Homo sapiens (human)
SPP2	hsa:7159	hsa04390	Hippo signaling pathway - Homo sapiens (human)
TSG101	hsa:7251	hsa03250	Viral life cycle - HIV-1 - Homo sapiens (human)
TSG101	hsa:7251	hsa03272	Virion - Hepatitis viruses - Homo sapiens (human)
TSG101	hsa:7251	hsa04144	Endocytosis - Homo sapiens (human)
